,x0(t),x1(t),x2(t),x3(t),x4(t)
430,0.1438888,0.23190108,0.1540675,0.13043036,0.0055110673
431,0.1404691,0.183003,0.14787938,0.11845815,0.0011276896
432,0.06549029,0.20868471,0.11990808,0.105143756,0.009576118
433,0.05772244,0.12164386,0.18296148,0.10674015,0.17772694
434,0.17553423,0.19275023,0.15285844,0.20454493,0.0032282225
435,0.13177833,0.21874084,0.09912851,0.19396235,2.2660897e-05
436,0.09754325,0.1643213,0.111044414,0.1062636,0.041648228
437,0.07396073,0.14169526,0.10403255,0.20309913,0.042437505
438,0.123274244,0.18316953,0.13573031,0.11188572,0.018606648
439,0.07690887,0.1665746,0.1447463,0.099737234,0.0044188476
440,0.060789336,0.1379021,0.108036704,0.1333996,0.011840108
441,0.073412046,0.12108542,0.09095651,0.08345376,0.01280741
442,0.08314493,0.1324789,0.06725065,0.0886665,0.009673847
443,0.05390543,0.14874369,0.09708638,0.1342296,6.58096e-05
444,0.069045424,0.113927856,0.0993536,0.12310574,0.0130853625
445,0.085826434,0.19766414,0.14854667,0.13497216,1.6149963e-05
446,0.091561124,0.15126936,0.15311633,0.114450194,0.019914474
447,0.09368549,0.17785902,0.09135751,0.17992048,0.04288153
448,0.22296609,0.16379075,0.14858307,0.11858358,0.0118463775
449,0.065267935,0.22039977,0.10614979,0.12668963,0.00076037063
450,0.111081466,0.1301593,0.1206641,0.07775648,0.048676588
451,0.063376464,0.14761533,0.09253571,0.09026921,0.00027930402
452,0.046742957,0.11126828,0.095308796,0.0618246,0.04197605
453,0.051902447,0.09749956,0.07817096,0.09881573,0.0007912907
454,0.053112663,0.09215844,0.050235417,0.0955697,0.001102896
455,0.05915388,0.1003783,0.15045258,0.050256826,0.0051390156
456,0.03130111,0.19290924,0.054932605,0.100354925,0.001392076
457,0.051954266,0.07493632,0.13432807,0.059079073,0.023844969
458,0.087599084,0.13824114,0.06254239,0.18586187,0.0029096769
459,0.20824334,0.13290909,0.08052818,0.1453942,0.025884688
460,0.09180559,0.21617176,0.1822088,0.11882525,0.03481787
461,0.13796446,0.17547412,0.14425164,0.10823185,8.163226e-05
462,0.13295732,0.19606234,0.0950334,0.09766391,0.017151006
463,0.06811732,0.14270465,0.11924524,0.0891461,2.0467154e-07
464,0.10789502,0.1202097,0.11172709,0.0763129,0.03680466
465,0.05755293,0.22409669,0.13051337,0.18975586,0.0005123973
466,0.104005024,0.14160104,0.12640926,0.17982566,0.15597433
467,0.1738707,0.20515767,0.16542011,0.14366074,0.11680645
468,0.13238993,0.26423204,0.16224946,0.15646459,0.000182631
469,0.106018044,0.190932,0.14002211,0.20922916,0.0122600645
470,0.11126515,0.17896332,0.10903993,0.11690461,0.0021029718
471,0.09944157,0.14022674,0.095413305,0.104439564,0.00093297724
472,0.058046166,0.12389185,0.10408698,0.0797358,0.0883808
473,0.10568166,0.13907301,0.13680226,0.15439954,0.0038201762
474,0.08233726,0.16282162,0.072391674,0.21076047,0.008713108
475,0.11037228,0.1399897,0.12486678,0.11145882,0.06205695
476,0.08676972,0.16564295,0.109512016,0.18663293,7.012733e-05
477,0.11225116,0.14498147,0.09035962,0.10125564,0.03289772
478,0.08064023,0.1597505,0.13349026,0.091671035,0.0010297906
479,0.055598967,0.14225118,0.08047752,0.09516615,0.017764922
480,0.06460635,0.09885461,0.19008487,0.085832454,0.004799983
481,0.051167917,0.16090687,0.080318324,0.08641605,0.04787973
482,0.067556374,0.11972603,0.16853805,0.06789017,0.08393517
483,0.11518282,0.20210919,0.10605598,0.10695877,0.0021667385
484,0.096982874,0.16353552,0.102516234,0.2015057,0.006169136
485,0.10995701,0.15887854,0.10896416,0.19753876,0.043464053
486,0.12153595,0.17143854,0.14025807,0.15543443,0.0004046225
487,0.0934244,0.20872238,0.10309856,0.13268849,0.00621023
488,0.09226434,0.1391332,0.13742508,0.10867704,0.041497998
489,0.15707256,0.17113364,0.104878545,0.15303636,0.0022397556
490,0.09964939,0.22847214,0.12895668,0.1114129,0.066456705
491,0.09701435,0.17429735,0.1494658,0.1546723,0.0025081995
492,0.083952785,0.19318917,0.08953628,0.12512007,0.0038990015
493,0.08259766,0.15253296,0.15506902,0.11136908,0.011594674
494,0.13542545,0.1947909,0.101598755,0.09142248,0.03186785
495,0.06377069,0.15198663,0.117616005,0.14302951,0.013580931
496,0.23366871,0.13704665,0.24585229,0.13163371,0.013544325
497,0.09007545,0.34888425,0.07542571,0.21398562,0.0009611524
498,0.10804377,0.13652313,0.2154348,0.118719734,0.016469076
499,0.06845287,0.283946,0.08568648,0.13438453,0.011823917
