,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t),x40(t),x41(t),x42(t),x43(t),x44(t),x45(t),x46(t),x47(t),x48(t),x49(t)
86,0.017734032,0.093290396,0.018848676,0.07586114,-0.056896713,0.012096964,0.0061971303,-0.040568184,0.10494146,0.095221296,-0.025765799,0.02177227,-0.13398275,-0.03646992,0.03531827,0.041189812,-0.1002274,-0.035426605,0.013856903,-0.053449765,-0.025149,0.02878242,0.049270473,-0.054028943,0.105594665,0.16260736,0.024749497,0.045497403,0.018160082,-0.02339271,-0.07515838,0.038518872,-0.028167978,0.0752639,-0.11144702,0.289148,-0.009281991,0.050049797,0.033123348,-0.03462286,0.049817942,-0.06295536,0.014321405,0.18541624,-0.011612926,0.019184038,0.070202544,0.01627376,0.025712565,0.061599024
87,0.015573086,0.01452576,-0.025872197,0.072822064,-0.022187244,0.068365246,-0.0551024,-0.020859197,0.025873732,0.07720429,0.08726991,0.0019038267,0.09386377,0.19261643,0.17535983,0.033503383,0.04432182,0.04542336,0.032614484,0.045652207,-0.0042686807,-0.009142068,0.0035923794,0.004729488,-0.054521907,-0.012715187,-0.014879858,0.1358291,0.066547945,0.0896278,0.010794647,-0.021545276,0.10937995,0.13137217,0.25430533,-0.06548401,0.06962806,0.0537431,0.049745534,-0.040986307,0.057242237,0.087253295,-0.0814792,-0.028257273,0.10852902,0.072127245,-0.010365546,0.035036325,0.024763519,0.03962133
88,-0.00218267,0.037447955,0.045634236,0.0004463063,-0.021671904,0.070968546,-0.0558663,-0.018533826,-0.008505236,-0.011822413,0.01724833,0.011916799,0.09206738,-0.017298931,0.076483786,-0.01645115,0.096600816,0.0062342705,0.10721891,0.06536217,-0.004712399,0.022595296,0.054233417,0.02373024,0.058982085,0.048734687,0.009168141,0.053000793,-0.0025178543,-0.0040698694,0.004028758,-0.008673309,-0.049661797,0.038545378,-0.047244005,0.006505741,0.03028504,0.08154149,-0.019798484,-0.051178567,0.00928608,0.04698999,0.088281676,0.14568049,-0.08024845,0.25213718,-0.0061035003,-0.0014353003,0.032514483,0.1320787
89,0.07868726,0.015340683,0.024677105,0.062940866,0.08112752,0.033292424,0.107475124,-0.015284732,-0.014881704,0.022912938,-0.035687644,3.5301247e-05,-0.036593415,0.015191391,0.034185063,0.06351392,-0.079873286,0.005210967,-0.011473446,-0.015848402,-0.0065073306,-0.019466037,0.089809924,0.010450319,0.06945169,0.052362345,0.017980203,-0.01590098,-0.013028043,-0.018156335,-0.008261069,0.042438794,0.016654233,0.20786372,0.09336876,-0.018679919,-0.0002524741,0.18156192,-0.02597554,-0.0012642368,0.14420472,0.101637565,-0.047399614,0.17195845,0.04324245,0.020681916,0.06398504,-0.00892112,0.013321167,-0.033754654
90,-0.0027467837,0.02369617,0.057642706,3.1257518e-05,0.046594378,-0.028594788,-0.07773208,0.041068673,0.027146116,0.012522081,0.09823046,0.10431916,0.00052416045,0.018404048,0.05500281,0.04286068,-0.13122167,0.006934327,0.11963905,0.019818714,0.0319973,-0.007666994,0.09376948,-0.028072463,0.08742099,0.003497241,-0.017020209,0.041727584,-0.071521826,0.016462503,0.03248139,0.012456041,0.20589043,0.13553503,0.23532847,0.088724926,0.044022124,0.11842849,0.094113916,-0.03494986,0.025457766,-0.033639375,0.05424012,-0.00997133,-0.04198855,0.08930331,-0.111268006,-0.051436387,0.056793198,0.116363876
91,0.09293868,0.06126129,-0.013390688,0.05212737,-0.024104845,-0.0052692294,-0.079225324,-0.0371625,0.018228862,0.04444961,0.04337295,0.014524004,-0.011217447,0.061340306,0.09497495,0.03388349,0.0012014587,-0.0017581927,0.040517733,0.0144129805,-0.01072604,-0.014001074,0.054387018,0.009006069,0.16693269,0.10165714,0.14118177,0.04941944,-0.024200581,-0.045502726,0.023983218,0.057774104,0.07542266,0.116485745,-0.011136839,-0.040286716,0.027397014,0.023458997,-0.024958223,0.002675984,0.123420134,0.032276485,0.12095979,0.010381842,-0.10242109,0.14437209,-0.07321065,-0.008243259,-0.02935654,0.22457445
92,0.07001813,0.07501874,0.024208602,0.016916538,-0.037695006,0.014828055,-0.0027117785,0.051292595,0.022208747,0.057412207,0.037601043,0.002913046,0.075412504,0.009486462,0.09907658,0.06507912,-0.005109355,0.005798813,0.033031385,0.0133298095,0.023213381,0.037494928,0.0144620305,-0.016265798,0.07635804,0.028132772,-0.025534915,0.007098632,0.023896536,-0.039163053,0.0023573786,0.05668114,0.029206056,0.07878467,0.10430058,0.15101716,0.16852151,0.099067256,0.05364241,-0.0071155326,0.013411625,0.11276591,-0.015752787,0.054512132,-0.042999443,0.11479544,-0.0456243,0.005686121,-0.0004964491,0.06371717
93,0.036342405,0.004903353,0.07001695,0.08799888,-0.10652277,0.021573026,-0.08625317,-0.05564348,0.10010479,0.07260123,0.07974747,0.0006909118,-0.025025012,-0.01752795,0.22350715,0.02433347,0.043004934,0.007928485,0.07704116,-0.008480663,0.0008176002,-0.007856585,0.017948639,-0.011157721,-0.00088410825,0.042371463,0.006286541,0.016668655,0.0356339,0.0021033864,0.018684486,0.06789384,0.0114596505,0.13009098,0.064962395,0.02925586,0.04070574,0.008948489,0.0399893,-0.0008525476,0.033627775,0.13333449,-0.053454887,0.12877041,0.040968347,0.065022506,0.015804661,-0.00092918426,0.033566378,0.038445204
94,0.019538268,0.008969356,0.08072063,-0.0058004465,-0.0588588,0.1022073,-0.023830136,0.10336198,0.031191425,0.22140655,0.045128766,0.00013664803,0.0023280443,0.07964385,0.12041776,0.042944282,-0.0513539,0.00070285704,0.13700716,0.015179103,0.008100325,-0.034101915,0.14671475,-0.017093217,-0.029879432,-0.011387267,0.0027506016,0.05734899,0.01977076,0.028562706,-0.017489776,0.01121177,-0.023005448,0.038547076,0.054485925,-0.078121476,0.02692185,0.091530494,0.00995745,-0.0103783235,0.026372112,0.020461977,-0.03242484,0.040702,-0.020582054,0.033394467,0.014354162,0.029535837,0.020714987,0.19659895
95,0.05080016,0.018445706,0.015075573,0.110540494,0.032721356,-0.0048706345,-0.09233321,0.093145415,0.026285183,0.041209586,0.048750382,0.01063188,-0.0034829187,0.028152805,0.011383871,0.073851675,0.059032105,0.023724489,0.085915014,0.033690974,0.05584863,-0.018818058,0.16201285,-0.012670587,0.074700706,0.0048750727,0.06240975,0.1437895,-0.03387338,0.0012127832,-0.0091380365,0.08992149,-0.011975475,0.1773948,0.19444,0.039135635,0.018958328,0.124212384,0.07022851,0.05298481,0.012351752,0.24920952,0.15792632,0.049369376,-0.0062816646,0.12343447,-0.036089018,-0.036136676,0.090993,0.048672788
96,0.027859269,0.07764754,0.13874246,0.06742955,-0.056544095,0.027065312,-0.030522935,0.001296036,0.08681696,0.015308973,0.05017456,0.038428515,0.09044109,0.060901362,0.06784969,0.0045161573,-0.051809296,0.0045922967,0.023559516,0.14962725,0.021310959,0.011027928,0.039970983,-0.015873794,0.1970788,0.0035774028,-0.021992648,0.14714743,-0.02768361,-0.027913254,-0.07348926,0.11220625,0.03735131,0.19736482,0.04637062,0.026999267,0.063920766,0.17593709,0.0037203995,0.053076115,0.096510686,0.123592936,-0.040006194,0.05018264,-0.015498061,0.11078684,0.035900775,0.028082464,0.04593873,0.13040133
97,0.082403496,-0.003030642,0.06286516,0.041805994,-0.095552675,0.015247866,-0.100284524,-0.061607547,0.07454141,0.07813938,0.0019780565,0.05207322,-0.041728206,0.041168652,0.035026103,0.048309654,-0.07020489,0.17175543,0.034023546,-0.0029506814,-2.9346906e-05,-0.022695858,0.066025294,0.006661644,-0.013734583,0.113788016,-0.03470605,0.1257549,-0.012196496,0.067528136,-0.0004640706,0.008427788,0.088915944,0.14498785,0.0819298,-0.08195848,0.003966287,0.0961363,-0.02358234,-0.07106056,0.070338234,0.16567528,0.076505065,0.09201056,-0.012967458,0.1005626,-0.043475512,-0.015124777,0.041230887,0.071941234
98,0.079687804,0.01900446,0.09354061,-0.026849825,0.011484178,0.042990252,-0.080632724,-0.020427972,-0.0340861,0.15137145,0.12836722,0.030207202,0.055014823,0.08577098,0.005857752,0.069184765,-0.11333265,0.12976618,0.0014777407,0.04327041,0.0025129216,-0.030850206,0.09555256,-0.043694686,0.08109576,0.010796836,0.021367708,0.082547516,-0.045098424,0.020700486,0.009237039,0.012866341,-0.02108341,0.08824157,0.10393883,-0.1280189,0.028156713,0.10994402,-0.0024456456,-0.03294029,0.07763043,0.18265902,0.0849272,0.18575256,-0.13487044,0.07496188,-0.07025125,-0.018236602,0.055190016,0.081736155
99,0.17241837,0.026674189,0.096671924,0.0017396528,0.016096964,-0.019084323,-0.07569546,-0.046405535,0.03375252,0.05325102,0.045260437,0.023430565,0.004967157,0.000589747,-0.0053290594,0.06824765,-0.15727434,0.010322355,-0.01700194,0.05133564,-0.005826528,-0.045238942,0.14486934,-0.019618861,0.10602074,0.042648163,0.033920854,0.065186,-0.0682096,0.10641171,-0.02732439,-0.047985498,0.042946056,0.16163488,0.22927341,-0.024656855,0.077183895,0.10785057,0.00030886196,-0.036080875,0.01495158,0.44303775,0.11662792,0.04474376,-0.07639999,0.13195163,-0.08896989,-0.018292114,0.11261825,0.047268536
100,0.09400947,0.020061312,0.22592053,0.008631229,0.028121734,0.006323182,-0.08710964,-0.0644355,0.007528072,0.04984384,0.080833904,0.0002754549,-0.040935934,0.0737569,0.0859687,0.039078116,-0.050510325,0.017174004,-0.026617356,-0.022325698,0.0148716085,-0.03771017,0.061291896,-0.13906267,0.24709062,0.032758407,0.092578635,0.1066006,-0.023949467,0.05731536,-0.0732163,-0.17068106,-0.0061645526,0.11293788,0.11519062,-0.023708653,0.038370043,0.13296756,0.040646963,-0.014892558,0.03473842,0.093788534,0.09266054,0.06717431,0.05980692,0.08108297,-0.08123045,0.042531226,-0.026917962,0.30616307
101,0.11332476,0.05160195,0.051019285,0.111478485,-0.002315217,0.07867917,-0.144954,0.02936354,0.024157532,0.117268786,0.11716148,0.008232806,-0.07176302,0.025755737,0.045479868,-0.0019741096,-0.05876275,0.06499496,0.06651248,0.1729069,0.012482163,-0.097902924,0.06631944,-0.06463557,0.114175044,-0.009035056,0.12526326,-0.02202598,-0.044351816,0.050996803,-0.032704797,-0.11447541,0.11739423,0.114807084,0.29329306,-0.052627563,0.062748864,0.12451226,0.012010741,0.015268594,0.12705237,0.093624055,0.025131306,0.012827067,-0.013197545,0.19307145,-0.034941647,0.012622558,0.0010756133,0.08618218
102,0.11380473,0.09655105,0.08276577,0.04485152,0.03495387,-0.033574197,-0.14158148,0.026021408,0.15491319,0.039680973,0.117671475,0.008633727,-0.032267332,0.06527218,0.052188203,0.014968685,0.002007071,0.038724963,0.05750927,-0.005500364,0.00773885,-0.022573674,0.039830387,-0.044311058,0.26372156,0.051043354,0.20849907,0.06209097,-0.045100998,0.03242249,-0.055648044,-0.054203764,0.016030744,0.107671335,0.040495627,0.022413325,0.04235933,0.15003541,0.053361267,0.0086429035,0.0380142,0.019762319,0.046503596,0.16857608,-0.06503059,0.10393198,-0.08979647,-0.030020136,0.04848183,0.1790789
103,0.07441333,0.11503222,0.012117206,0.06779799,0.05394677,0.002893387,-0.112481795,-0.012564866,0.019329742,0.04836113,0.103317216,0.004377665,-0.06804616,0.13086118,0.075027615,0.03285917,-0.1061508,0.028924603,-0.002871478,0.0094114,-0.0088516055,-0.036785077,0.028627848,-0.049106777,0.15053758,-0.008654287,0.034356285,0.07704081,-0.05251343,0.004066241,-0.06804423,0.03522949,0.020251399,0.14796156,0.15310557,0.0058118105,0.107349135,0.10370923,0.017169308,0.03206817,0.0372514,0.08478232,-0.053438112,0.013984359,-0.03185847,0.11851319,0.038945314,-0.044061825,-0.00059358124,0.102896556
104,0.022507416,0.028934706,0.04663043,0.06635601,-0.09433706,-0.02838427,-0.10019471,-0.020937935,0.0641087,0.011475901,0.114133485,0.0026081733,0.14718734,0.10892522,0.034253206,0.035525285,0.054782037,0.091619134,-0.001963798,0.040030867,0.017080668,-0.005997719,0.094400376,-0.022429463,0.072171256,-0.031453084,-0.014275974,0.16610262,-0.00050931424,0.11612755,0.0362223,-0.037507094,0.07444221,0.12991597,0.12151881,-0.035834074,0.1389434,0.08695351,0.020773852,-0.038856678,0.011747224,0.047920186,0.04171217,-0.000792138,-0.04343121,0.13988148,-0.030819967,-0.03795979,0.017943004,0.1170774
105,0.14287351,0.011016074,0.11957663,0.03711831,-0.0593069,0.068716794,-0.05191247,-0.03611471,0.02588958,0.2869878,0.06984308,0.013064438,0.041359164,-0.020362126,0.055849347,0.024731938,-0.058653567,-0.017000113,-0.038209192,-0.0022219876,-0.0023996376,-0.0080627175,0.072279364,-0.06486726,0.11011734,0.082648225,0.039539903,0.007020496,-0.03229093,-0.027452305,0.006592443,-0.009149423,-0.015149105,0.08962242,-0.062278107,-0.058621377,0.012377608,0.031399235,-0.01869514,-0.022539351,0.061526805,0.19831298,-0.0010269857,0.14763278,-0.08791332,0.12777999,0.022469899,-0.02273307,0.0021157488,0.035612766
106,0.122911625,0.021979226,0.12578928,-0.012184554,0.0057495944,0.047395937,-0.15662502,0.0031692944,0.0057560448,0.12951446,0.0035213572,0.0022500171,-0.09214007,-0.0037606733,0.044689626,0.04492399,-0.10616095,0.06379715,0.03977798,0.06277519,0.0008840464,-0.046561904,0.1039811,-0.056983784,0.018225633,0.03662187,0.17361182,-0.031023178,0.01242846,0.017876253,0.00459937,-0.042348642,0.02930936,0.042843852,0.16031724,-0.0035783676,0.0016495225,0.09900822,0.06689997,-0.034296326,0.037825305,0.09932224,0.0682727,0.068454795,0.022090646,0.10580734,-0.059905265,0.012343822,0.033525407,-0.034230456
107,0.054962378,0.13599657,0.051650148,0.01733824,-5.1169656e-05,-0.017374977,-0.14271677,0.001355065,0.002199852,0.07709763,0.07221504,0.06358969,0.017574988,0.0657833,0.0134523865,0.06365506,0.0056750057,-0.0022467698,0.103942215,-0.012262269,-0.0052378774,0.055657595,0.0015101292,-0.068683475,0.21843441,0.10763335,0.15506974,0.035015576,-0.04287025,-0.029048549,-0.09776925,-0.08662736,0.010053771,0.11794653,0.120545566,0.020039152,0.058539294,0.061085097,0.027937168,0.01955396,0.054158404,0.020595197,0.011468303,0.015932182,-0.019694306,0.12912562,-0.014672261,-0.033913285,0.00828302,0.15549293
108,0.10702519,0.08394781,0.041311175,0.10212086,-0.016880697,0.018238554,-0.08728629,-0.014241989,0.049867373,0.029034149,0.056584805,0.00076851674,-0.07227227,0.0062211417,0.02185525,0.04541155,-0.043592606,0.058149796,-0.07383199,-0.007799756,-0.0001346817,-0.015534946,0.028076567,-0.0118402,0.18660222,0.040660948,0.032254755,0.035505682,-0.017072458,0.031685624,-0.07302694,-0.0005723238,0.060887832,0.18526754,0.058210902,0.1152899,0.04125815,0.13999417,0.01689787,-0.02632239,0.023744952,0.08403512,0.04828269,0.06264504,-0.039220884,0.10196161,0.12660873,0.025513379,0.03168767,0.085562505
109,0.082697675,0.028931782,0.089459285,0.035488695,-0.021862626,0.0092127705,0.03147111,-0.015845269,0.07814843,0.18070266,0.12604365,0.00018639589,0.11047865,0.07743187,-0.011046316,0.056472268,-0.0035881177,0.13815045,0.03880664,0.012501501,0.14010745,-0.0013640448,0.032964647,-0.06645139,0.16848469,-0.034954876,-0.0076423585,0.054276355,-0.05628734,0.05339452,-0.031632133,0.05078512,0.027112195,0.05263085,0.14254308,-0.070550196,0.058380984,0.073035054,0.030263092,0.03205871,0.03752442,0.063293666,-0.040146913,0.007244957,-0.07304395,0.123525456,-0.018476866,-0.042719737,0.05880007,0.08594282
110,0.08264011,0.010972142,0.035361536,0.018932376,-0.07447233,0.04116195,-0.12565695,-0.067033425,0.23470345,0.0603225,0.007307805,0.008453841,-0.09342508,0.08290704,0.052401405,0.0851928,0.011179671,0.039513536,0.0064932094,-0.039759964,-0.01019141,0.003952749,0.052711725,-0.029390328,0.052812245,0.059635594,0.008300945,0.057918377,0.0060570166,0.064495966,-0.023876399,-0.0122278575,0.045747466,0.08268301,0.0450961,-0.0022336114,0.003573997,0.2517938,-0.017674975,-0.028479986,0.032415003,0.09756758,0.06751983,0.102945134,-0.09348015,0.14279157,-0.016792215,-0.0188278,0.02510475,0.08601374
111,0.064439945,0.00655729,0.055468585,-0.027996263,0.075178176,0.03613849,-0.17022794,-0.013414577,0.023670599,0.06151859,0.1214284,0.014492744,0.061841212,0.23767065,0.036245413,0.094456494,-0.02337451,0.016028639,-0.051099237,0.046541926,2.12444e-05,0.040637787,0.12225717,-0.072736435,0.11097607,-0.032077238,0.08488401,0.12361643,-0.119706824,-0.001809964,-0.016622908,-0.041414224,-0.020333193,0.08511399,0.19580102,-0.17325951,0.055590723,0.20362595,0.10853801,-0.05877468,0.10505214,0.15790264,0.008787422,0.030268453,-0.07293132,0.17037858,-0.0014971439,-0.0420451,0.008674731,0.15456444
112,0.10761067,0.052772306,0.108857565,-0.0026221776,-0.039364696,-0.02036943,-0.15035367,-0.009842848,0.04045022,0.11855918,0.08615803,0.0013932362,-0.07775604,0.060194626,0.038991548,0.049260434,-0.11254244,0.013217362,-0.014033686,-0.028318968,0.043801926,-0.0035963617,0.069294244,-0.02065003,0.20786482,0.038813733,0.037706114,0.004519617,-0.07410323,0.050907537,-0.036022916,-0.042501114,0.16770846,0.10125926,0.16778551,0.0072294297,0.065415576,0.10137158,-0.015280016,-0.019233046,0.038859777,0.1298934,0.12060316,0.11957128,0.09575449,0.3662776,-0.061988927,0.12461508,-0.011317716,0.09624344
113,0.01375458,0.029122083,0.0685284,0.20488504,0.0020883624,0.0334451,-0.07055135,-0.0029625604,0.0014401614,0.1062536,0.10373259,0.025611779,-0.058612116,0.053764522,0.043582823,-0.009631202,0.009742055,0.05510068,0.0012427587,-0.02241177,0.0055131363,-0.03809268,0.06488242,-0.06981449,0.15308978,0.025255702,0.041407514,0.029922558,-0.006723281,-0.05501386,0.024497122,-0.0023890361,0.026841031,0.049512926,0.09660755,0.011168584,0.05850182,0.08475317,0.13688193,0.001367446,0.05514899,0.11947476,0.043233573,0.10885621,-0.10946614,0.11887491,-0.07493513,-0.026241336,-0.018265378,0.13086945
114,0.36519536,0.022855567,0.06336493,0.013708007,-0.02117863,-0.017736247,-0.10132966,-0.020816594,0.06334496,0.060459808,0.058687255,0.014755858,0.0023350287,0.022089932,0.14330307,0.057033807,-0.06116787,0.007440189,0.07068757,0.014182359,0.007835997,-0.014496045,0.1439942,0.02158515,0.04643744,-0.011836028,0.025583165,-0.019879933,0.030219533,0.113893494,0.009151449,0.024441218,0.09781566,0.07816071,0.10091942,0.06550275,0.033462733,0.07331098,0.05300254,-0.039801132,0.062359564,0.008909162,0.008690927,0.026785411,-0.03538199,0.20105425,-0.006271299,-0.037067596,0.017590165,0.11572896
115,0.052147634,0.017550033,0.0051376824,0.06318512,0.022749495,0.06032404,-0.052826468,-0.01311979,0.0052732807,0.03188228,0.052803732,0.0885082,0.007567771,0.04868602,0.11702064,0.1920244,0.011274779,0.088886976,0.05544339,-0.013585515,0.0011844775,-0.022209987,0.0020783446,-0.06788482,0.21365835,0.040247932,0.013688095,0.029396903,0.12531874,-0.08593795,-0.01786929,-0.037495036,-0.029953297,0.08709664,0.015842084,-0.080855705,0.022415822,0.009620658,0.013898829,-0.06853392,0.04846339,0.015303399,0.03827686,0.1198492,-0.07042145,0.05916872,-0.06136767,0.01605555,-0.021581551,0.070236206
116,0.05486402,0.007238895,0.033651747,0.009637509,-0.02554265,-0.029125985,-0.050722726,-0.002290343,-0.017627442,0.027457085,0.10435093,0.022074547,0.07597507,-0.009851166,0.06760659,0.037893903,-0.16013254,0.020509545,0.08132781,0.052489817,0.015009098,0.019292856,0.17871118,0.02921363,-0.023340065,0.10355103,0.030878905,0.04507121,0.047782287,0.047164574,0.043552596,0.0037317593,-0.013213256,0.051440712,0.14823997,0.034898587,0.059776507,0.10443004,-0.018943302,-0.17297906,0.022135481,-0.0030344948,0.1596866,0.09603765,-0.086962506,0.050080832,-0.017827688,0.06910483,0.05063813,0.08608268
117,0.066884816,0.028904207,0.0027752356,0.0068935845,-0.012158474,0.02953382,-0.016741134,-0.029328497,-0.07685532,0.025136577,0.016828516,0.0015419616,0.02843991,0.01874724,0.15240392,0.053915847,0.02263923,-0.018866854,0.030566037,0.009600472,-0.007525498,0.009983372,0.025991637,-0.045380764,0.21037972,0.07825189,0.02016489,-0.05992796,-0.003702048,0.036210693,0.01257313,-0.10427016,-0.032780424,0.17292036,0.1713624,0.03325593,0.012410204,0.14885257,0.034554705,-0.056731142,0.040300794,0.11218558,0.10718596,0.09049125,0.06212253,-0.004483456,-0.090743564,-0.013969746,-0.06424172,0.07456828
118,0.08517097,0.015182024,0.056130886,0.06658013,0.13089222,0.00032131374,0.03177744,0.057375945,-0.033506244,0.02068558,0.019279385,0.0032746594,-0.048536185,-0.06037862,0.07711649,0.09245579,-0.06628743,0.047271967,0.08437265,-0.022981787,0.032111473,0.0010013289,0.07659913,0.028732408,0.08390393,0.024234556,0.09794393,-0.06433256,-0.030633828,-0.037877552,0.023662804,-0.022150196,-0.019390177,0.061987344,0.16992411,0.043547302,0.015361147,0.07231169,0.012235072,-0.004682173,0.03984965,0.046287622,-0.031650692,0.028783236,0.013120134,0.07560269,-0.0015171585,0.003781058,0.01556375,0.040154062
119,0.028239582,0.048988048,0.14606673,0.1000925,0.025019044,-0.06530252,-0.013813518,0.03371605,-0.0109621035,0.08923122,0.15996036,0.000117814394,-0.038890235,0.04812079,0.034723155,-0.005817361,0.06716829,-0.010512682,0.06238877,0.057738133,0.01895631,0.0008185152,-0.009237672,-0.01697942,0.37853003,0.035276063,0.09396592,0.048017126,0.0036147684,0.013091993,-0.0416068,-0.022306414,0.14616579,0.12847233,0.102309294,0.13041535,0.09877744,-0.0043950584,0.2255532,-0.03069873,0.0038165618,-0.10907182,-0.0080792075,0.13457799,-0.0022005327,-0.015589111,-0.029925838,0.032039188,0.008502286,0.13440758
120,0.07832892,0.14980215,-0.052620053,0.04458031,-0.040895898,0.021202056,-0.001014825,-0.023083098,0.0485523,0.07892378,0.0701426,0.013942416,-0.01912649,0.03788065,0.112507924,0.0024475215,-0.048974756,0.036254745,0.2575599,0.053512868,0.0025003077,-0.06769552,0.035355702,-0.0011865981,0.0026443175,-0.012291212,0.03729304,-0.00823842,0.08060804,-0.05858646,-0.037296385,0.035154484,0.0042090556,0.021254957,-0.08351572,0.12562388,0.09704317,0.064103246,0.05793698,-0.058618065,0.01735193,-0.050032258,-0.04924967,-0.02055946,-0.05688644,0.0596923,0.064113125,0.0020135609,-0.02954777,0.12108183
121,0.05052074,0.044705637,-0.025009885,0.06623659,-0.06647917,0.029810905,-0.01189122,0.030718068,0.0045501175,-0.016429057,0.05958946,0.008955493,0.09958863,0.05348535,0.049717177,0.0311657,0.090827614,0.05229495,0.14076881,0.03607146,0.010893182,0.026349278,-0.035793934,0.012681901,-0.09427788,-0.001316226,-0.04000009,-0.020092929,-0.02210559,0.015231047,0.000902717,0.09996122,0.048049778,0.23856324,0.047150232,0.047779694,0.047163058,0.023589835,0.072303705,-0.061260853,0.02367368,-0.026903426,-0.01708025,0.063446835,0.0017924104,0.08740095,0.0020031296,-0.048711892,-0.008046299,0.019436881
122,0.0025695963,-0.015374774,0.08201885,0.06941138,-0.064939246,0.023966977,0.05953131,-0.026919747,0.01769367,-0.01010299,-0.0069437036,0.0026643411,-0.019660056,-0.04230495,0.07905062,0.00014326407,-0.12165485,0.00999601,0.027071346,-0.013502078,0.08612454,0.012506093,0.078976445,-0.019914273,-0.056685038,0.068885304,0.013946634,-0.012215348,0.083196245,-0.041466407,0.025710773,0.120442025,0.004681157,0.061807647,-0.026904378,-0.008156376,0.00088221906,0.11774771,0.023239348,-0.024706455,0.055450298,0.028098386,-0.056454282,0.08343932,-0.020014102,0.12871218,0.042921945,0.07408134,-0.013117121,0.07670851
123,0.051016495,0.029143045,0.024773758,-0.019909905,-0.064524405,0.045762695,-0.040262472,0.08798818,0.03285404,0.04137573,0.011241985,0.001288413,0.030037228,0.073885605,0.056314923,0.018189877,0.028395064,-0.006199461,0.26604947,0.035846494,0.04713135,-0.03271982,0.04223837,0.033848044,-0.05797798,-0.0040129563,-0.027926115,-0.020145644,-0.044643186,0.02999565,0.0016977659,-0.005076232,-0.008348612,0.08128154,0.17229398,0.019414797,0.007874172,0.057382412,0.023547385,-0.09008678,0.06742405,0.17110953,0.06524458,0.100201905,0.0037442227,-0.015195889,-0.081430405,-0.02198481,0.021370044,-0.013775898
124,0.014591662,0.0016628085,0.08558874,0.05978416,0.095227994,0.012593694,0.04402835,0.08108943,0.016517498,0.027094852,-0.001985078,0.044021334,-0.040481173,0.059721462,0.09581521,0.059259936,-0.04415505,-0.0007125285,0.045068897,-0.02924942,-0.00077881664,-0.008120704,0.039122622,-0.03730073,0.10287882,0.017016686,0.015052433,-0.023724236,0.021692019,-0.018357283,0.00537847,0.047263596,0.019122407,0.17617626,0.078223966,-0.023684446,0.0023077694,0.0861507,0.004194809,0.01480429,0.022020686,0.024052568,-0.0051353276,-0.0036030132,0.040522184,0.06878364,-0.006708201,-0.0156095475,-0.021005461,0.14177166
125,0.0655529,0.035696004,0.051729485,0.043757066,0.099600375,-0.020681791,-0.0741162,-0.011140242,0.066370025,0.063744776,0.05725743,0.19348164,0.008061491,0.018059252,0.07934371,0.02915437,-0.049306765,-0.00087201956,0.06827482,0.015196691,0.0054649618,-0.016488163,0.10095525,0.015818134,0.06616604,0.024337986,0.0046582893,0.043555096,-0.027604003,-0.0136414785,0.014777459,0.13589643,-0.0027475404,0.06205051,0.07336982,0.021822125,0.028282814,0.055712655,0.0027896073,-0.0753184,0.018789168,-0.0718591,0.030287098,0.04658886,-0.029839892,0.09120144,-0.032229368,-0.024468848,0.014455918,0.115315326
126,0.11247389,0.03594776,-0.035485115,0.022596635,-0.06912995,-0.018111907,-0.04631335,-0.033519153,-0.00014132468,0.028467061,0.02479905,0.028990073,0.018950319,0.042706955,0.13030219,0.058759503,0.008126127,-0.0072786678,0.0021291298,0.057429377,0.008257482,0.030714173,0.020365054,0.17436308,0.11310719,0.18201739,-0.04599372,-0.010402275,0.024801102,-0.0026215608,0.015912369,0.030881891,0.03029406,0.12543897,0.061885778,0.018085051,0.012351583,0.03195753,-0.03782279,-0.04977426,0.03554593,-0.011964072,0.02581371,0.045493305,0.035261545,0.04833621,-0.028180597,0.01624864,-0.044877857,0.07204005
127,-0.026948912,0.03315509,0.0051692575,0.003156832,0.099606425,0.10679721,0.05906204,0.06055832,-0.020709869,-0.017455228,0.05682994,0.0164027,0.0269782,0.085059986,0.106039464,0.03684684,0.023476984,0.03422978,0.015989609,0.01125584,0.0113697825,0.059560448,0.0066999244,-0.039261118,0.04318611,0.026568234,0.011015315,0.03864926,0.048745766,-0.03205524,0.07636749,0.02626277,-0.015049494,0.0336629,-0.010063982,0.0036492087,0.02924385,-0.013148227,0.018559761,0.009904021,0.03886871,0.03489373,0.011970969,0.22725436,-0.008835824,-0.012819509,-0.012064244,0.021658033,-0.0009336546,0.077236146
