,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t)
77,0.06776042,0.045455612,0.06179764,0.022878503,-0.039553955,-0.009198624,-0.09758064,0.008664682,-0.06796308,-0.014421041,-0.04706408,-0.04862492,0.03152777,0.016368091,0.009752651,0.053613886,-0.030594485,-0.02556055,0.010745877,-0.07335955,-0.065780304,-0.15403831,0.06810914,0.18284813,-0.05941434,0.11606412,-0.11166685
78,0.086602546,0.05848396,0.0015119836,0.06648257,-0.051620595,-0.05241313,-0.023047734,-0.00368382,-0.02529548,-0.008474752,-0.031481072,-0.0057582892,0.10350849,0.022887848,0.068626694,-0.04629974,-0.022900049,0.14804968,-0.009513667,-0.03921816,0.091898605,-0.06593619,0.07456122,0.12500708,0.0027129948,0.09530213,0.019341882
79,0.17140824,0.08907905,-0.0142717725,-0.014146873,0.060716093,0.0031820657,0.1925457,0.06445395,0.033856444,0.015118796,-0.039234377,0.034170076,0.14507756,0.025926376,0.06838013,-0.010970174,0.04113178,0.010463484,0.027109848,-0.059408594,0.026456466,-0.05551641,0.07729908,0.06281528,0.06749892,0.030213702,0.002814306
80,0.1942625,0.13207743,0.08941004,0.010175522,0.0074844207,-0.028800828,0.08306704,0.07380697,0.005487386,0.001969263,-0.085691825,0.064339995,0.055646077,0.19876191,0.017282862,0.097146705,0.015917769,-0.029169956,0.082783796,-0.10363046,-0.016548712,0.027361775,0.114209555,0.15846233,-0.024459086,0.0062388247,-0.08262036
81,0.2601881,0.08592277,0.0023254845,0.022401351,-0.08280778,-0.008937268,-0.036006108,0.09808676,-0.03785796,-0.06699565,-0.051310245,-0.004617502,0.009863738,0.0820241,0.15737951,0.04496277,0.031224545,-0.042669572,0.030105893,0.010829108,-0.09648091,0.06006043,0.06553517,0.192337,-0.1327182,0.07752063,-0.1053447
82,0.17834653,0.066115394,-0.062856175,0.056327138,-0.10771934,-0.051960442,0.24551778,0.07321242,0.048674624,-0.03241367,-0.117716916,-0.032328755,0.0932989,0.05192192,0.0935302,0.0015622638,0.004150423,0.017862171,0.038320407,-0.14437538,-0.09593128,0.14492774,0.1193559,0.24778095,-0.06882393,0.12204607,-0.09895948
83,0.1962985,0.108785674,0.091938525,-0.0050697634,-0.0607637,-0.051736098,0.055807892,0.05808117,0.037977204,-0.0794828,0.054788776,0.0013640542,0.06139709,0.036777105,-0.047037955,0.13848783,0.06991071,-0.032987,0.017742515,0.033417396,-0.14155917,-0.031449508,0.07135267,0.19350861,-0.081607826,0.05960504,-0.1739831
84,0.09983398,0.09122085,-0.06630326,0.022024572,-0.09292083,-0.066109374,0.020610753,0.10426061,-0.067986205,0.0040648486,-0.06477775,-0.12482863,0.030816155,0.034620803,0.039622203,0.028341463,0.012585011,0.0702744,-0.021269258,0.023809096,-0.0654172,-0.06849925,-0.04577979,0.035270963,-0.18090607,0.045683056,-0.05974236
85,0.05600467,0.0032378277,-0.11354275,0.04381669,-0.007559629,-0.038624004,0.104508966,0.0008206439,0.018196613,0.039664924,-0.036222454,-0.033033393,0.029472034,0.030173067,0.038026858,0.011941003,-0.0034068283,0.027208233,-0.031452067,-0.031116426,0.032006577,-0.037584223,0.062017027,0.09772302,-0.07475395,0.028600093,0.040946856
86,0.06762424,0.06045504,-0.035925772,-0.000470035,-0.049635544,0.002843026,0.048828203,0.0061083813,-0.0034975882,-0.007260733,-0.020089887,0.031285305,0.18085651,0.012520634,0.051019594,0.07146626,-0.0082829315,-0.0021612393,-0.015294229,0.017451819,0.054481454,-0.0032867696,0.12225716,0.05977741,-0.05080961,0.038558073,0.0066856323
87,0.035098724,0.16809867,-0.021807196,0.100711875,-0.08718019,-0.021737017,0.040007737,0.020448111,-0.024551604,0.096459866,-0.031384964,-0.019313168,0.021994837,0.07556955,0.005457112,0.0382203,-0.020132909,0.034391478,0.035050936,-0.030660829,-0.041902114,-0.07674592,0.062649265,0.051317453,-0.10054628,0.07147237,-0.013520457
88,0.07945143,0.06287862,-0.055388704,0.06285326,-0.019920893,-0.023742927,-0.030060938,0.061043296,0.06835097,0.031427287,-0.012230045,-0.029558597,0.051334694,-0.007522817,0.03156081,0.15841426,-0.013355728,0.009686026,0.025296781,0.013169612,0.020895101,0.014881942,0.074050725,0.07488732,-0.040772364,0.08742869,0.010999631
89,0.042459574,0.064881,0.062605634,-0.00759148,-0.052083723,0.006701339,0.048489407,0.0474006,-0.07528706,0.0132198995,-0.014486391,0.01216386,0.044005252,0.063246354,0.07428308,-0.0076507963,-0.012420867,0.062744364,0.1357138,0.0137426,-0.011569634,-0.09347509,0.039913874,0.036847293,-0.1212119,0.09448382,0.003754165
90,0.053226475,0.05003752,-0.037423234,0.008913701,-0.045384616,0.045188252,0.003585278,0.04333236,0.034859333,-0.03096777,-0.018518556,0.034396157,0.16574082,0.06408548,0.1070744,0.025435327,0.075731665,0.009954611,-0.017960407,-0.09439131,-0.017375499,0.090717345,-0.0017598532,0.1048523,-0.006928496,0.059643593,-0.08209353
91,0.21321835,0.15293062,0.0357053,-0.009084704,0.0026345046,-0.029260317,0.030151771,0.049039096,-0.008083826,-0.009095915,-0.025509369,0.031558536,0.08984071,0.08404515,0.020529723,0.06325301,0.057821915,-0.04719265,0.068300605,0.023989275,-0.07752739,0.023291256,0.05081129,0.0786975,-0.04912189,-0.0076307044,-0.110441715
92,0.14488523,0.076971225,0.040281974,0.037806287,-0.0035327598,-0.020390969,0.1193136,0.05327989,0.009895455,0.029102013,-0.03096956,-0.02931217,0.013015074,0.105687976,0.08568017,0.04664174,0.008734192,0.014113436,0.008852521,-0.07603395,-0.068811186,0.029928438,0.026637876,0.15809743,-0.04489354,0.056405287,0.088387
93,0.17876804,0.025213003,-0.023999903,0.035365812,-0.022234548,-0.038997203,0.06555656,0.09271421,0.02286498,-0.045593884,-0.04002329,0.024657901,0.0591254,0.046266444,0.06354553,0.0875165,-0.006860499,-0.029999375,0.055665717,-0.034550313,-0.049264703,0.018257117,0.030071149,0.13072263,-0.064289086,0.047405466,-0.08589013
94,0.1333117,0.13176532,-0.024098482,0.059728976,-0.060738195,0.011697102,0.059339903,0.08539823,-0.041829888,-0.07641588,-0.086909324,0.00779289,0.025392551,0.06492893,0.2789708,0.08204271,0.026989099,0.026416441,0.0625436,0.046936676,-0.013209365,0.0115831755,0.037122075,0.17650598,-0.08382909,0.03562986,-0.07213756
95,0.09252835,0.035139732,-0.03592147,0.084014654,-0.028017428,0.010608535,0.15860851,0.081920214,-0.03655648,0.005446491,-0.005216066,0.060330883,0.018012041,0.0354976,0.014719605,0.048436925,0.0140073355,0.067151025,0.15520473,-0.03430082,-0.014913112,0.06276645,0.030924385,0.27732393,-0.076305486,0.063392825,-0.1669218
96,0.09310403,0.033690043,-0.004068665,0.061549775,-0.019874401,0.05854547,-0.06352474,0.11333009,0.036035325,-0.08429559,-0.042372745,0.06347451,0.03382319,0.10448134,0.0013425276,0.12343657,0.13092402,0.060650446,0.0018503144,-0.12096002,-0.09406247,0.13714777,0.17951417,0.13465354,0.02953504,0.06807513,-0.15223514
97,0.15948369,0.14076655,0.05249827,0.0062079,-0.04353713,-0.09526766,-0.07584949,0.12092748,0.008807242,0.0064016953,-0.01961112,-0.008916728,0.036299124,0.06883177,0.056535024,-0.024052477,0.067703985,-0.054330185,0.06537211,0.056372896,-0.16063441,0.005948961,0.167921,0.105371445,-0.15081611,0.013824848,-0.06929237
98,0.10116027,0.16476057,-0.12077756,0.03844332,-0.16047798,-0.09741353,0.14557122,0.059123255,0.10885434,-0.0017300453,-0.014131643,-0.05878752,0.024003685,0.077035576,0.119942255,-0.03043663,0.049865887,0.037441522,-0.04864888,-0.04587016,-0.035932466,0.050437994,0.0894886,0.113099575,-0.1724612,0.038504314,-0.02858079
99,0.11347725,0.08935067,-0.051825732,-0.053018875,-0.06120014,-0.049614023,0.14743298,0.05492232,0.015352836,0.11107144,-0.043407336,-0.07758902,0.045984574,-0.038157385,0.0056785806,0.08004588,0.009067353,-0.022034686,-0.014049554,0.0561134,-0.08660833,0.006485345,0.03931516,0.008447583,-0.050609183,-0.026681108,-0.08235282
100,0.037371404,0.06106889,-0.038374126,2.9472634e-05,-0.04649969,-0.07130104,0.059677217,-0.03450439,-0.039305236,0.11892608,-0.020998511,0.05341418,0.10110927,0.023668187,0.050148573,0.12300427,0.00060063414,0.028063985,0.017442388,0.08918427,0.06333971,-0.009398196,0.028167788,0.097948775,-0.10244148,0.08261892,-0.023344038
101,-0.0013906648,0.07925421,-0.06925313,0.070109546,-0.03255923,0.15628493,0.021051127,0.042884782,-0.05277709,0.08850118,-0.0141739715,0.024562458,0.12141781,0.015342028,0.16865532,0.07901863,0.09192367,0.14889292,0.01574733,0.02007448,0.040645327,-0.061639223,0.03661756,0.03034446,-0.12738366,0.07057255,0.02659294
102,-0.0006288204,0.2817822,0.019251842,-0.007614861,-0.006652197,-0.010741856,0.052870512,0.13227905,-0.02901392,0.03338536,0.037502002,0.05929195,0.10716304,0.08069826,0.08106468,0.015985863,0.030250758,0.014519708,0.056118067,-0.11228636,0.04665029,-0.024734408,0.17483696,0.099307895,-0.044041604,0.11263858,-0.1592024
103,0.15774235,0.18445066,-0.0013592783,0.005662209,-0.013689347,0.05339127,0.13911366,0.10730158,0.13706607,0.08245277,0.05179901,0.04971482,0.1297099,0.124352045,-0.010402292,0.08184463,-0.025223076,0.0031155609,0.06291691,-0.016350841,-0.23698911,-0.05100074,0.17821507,0.05004265,-0.069216564,0.039940327,-0.18027395
104,0.15725955,0.15978496,0.112887695,-0.06387421,-0.12092681,-0.107087836,0.0022645192,0.09554055,-0.0082509555,0.028840221,-0.07347206,-0.002614893,0.02781071,0.111827396,0.08852304,0.10214841,0.009488951,-0.004299584,-0.015544165,0.039015725,-0.17194688,-0.009792481,0.049265467,0.016668921,-0.08023654,0.032316994,-0.14074764
105,0.1524745,0.03858836,-0.09314634,-0.0037092753,-0.028553266,-0.10007099,0.10216961,0.023202535,-0.044594005,0.040379263,-0.0047385693,-0.025032725,0.040291153,0.0018993126,0.105493136,0.07322811,-0.033338718,0.019511273,0.029681055,0.045095123,-0.029127087,-0.024145637,-0.030777471,0.134529,-0.012215272,0.007747367,-0.031875037
106,0.067140676,0.008273717,-0.056044888,0.03331933,0.024315268,0.019059088,0.10179174,0.08749419,-0.035727974,-0.010803857,-0.07621163,0.098907195,0.016684141,0.018298771,0.08541018,0.05177442,0.075528204,0.098306105,0.13536695,-0.09222065,0.056921158,-0.0034505604,0.05811155,0.09326306,-0.042857647,0.0585361,0.0010278374
107,0.08883041,0.047560655,-0.006503409,0.02338486,0.118426286,0.10176842,-0.052619413,0.11072382,-0.024410745,-0.107504524,-0.019145548,0.11325051,0.18838535,0.098046854,-0.013476523,0.053732634,0.07406059,-0.04577465,0.04026729,-0.14633025,-0.045158144,0.021584174,0.08681385,0.24710077,-0.08509384,0.009490588,-0.13527703
108,0.18577574,0.16639645,0.008525933,0.046822317,-0.099894844,-0.05648553,-0.082487844,0.13034084,-0.010786081,-0.06354443,-0.043149654,-0.09285187,0.01925588,0.21524322,0.0037665907,-0.0014782473,0.04202082,-0.06739368,-0.016346242,0.07753318,-0.13158663,0.03692823,0.19211826,0.15841651,-0.16944657,0.014886393,-0.098827384
109,0.17375836,0.11039424,-0.046279617,0.06251582,-0.21372016,-0.12314626,0.16250686,0.051629893,0.032867085,0.011178058,-0.002389893,-0.12448094,0.047753185,0.09999523,0.17246379,-0.03831043,0.025831778,0.062172595,-0.07758873,0.043508787,-0.03506037,0.07670284,0.103010245,0.11854059,-0.15322223,0.10727221,0.0142883975
110,0.15495402,0.082973205,-0.13436367,0.0074394755,-0.083820626,-0.093792185,0.26490274,0.028345134,0.020506827,0.040457636,-0.08665869,-0.0028110594,0.066155106,0.04889902,0.04139901,0.08148967,0.00022054091,0.023940071,0.06487001,0.013386808,-0.08181785,-0.013240401,0.10470865,0.05380505,-0.035741832,0.022946378,-0.082102306
111,0.22929713,0.09970871,-0.063325875,-0.013743699,0.085861556,0.017922927,0.03223588,0.022652725,-0.040724766,-0.024182998,-0.026652012,0.04800537,0.055608355,0.07381654,-0.025488436,0.13299263,-0.0038890464,0.027940854,0.039960913,-0.028492626,0.029018605,-0.0216363,0.07336185,0.11245424,-0.0067567453,0.10425556,-0.08176675
112,0.20492971,0.080127336,0.031824425,6.634195e-05,0.015675373,0.016944006,0.016466916,0.11244786,-0.043855168,-0.048263792,-0.09973042,-0.041062407,0.052298866,0.08232227,0.1216256,0.021365998,0.0066670123,0.022219917,0.08342883,-0.07570837,-0.012338651,-0.10400721,0.14624369,0.16551049,-0.09359053,0.06884367,-0.058737196
113,0.18503645,0.10278086,-0.020586321,0.09147543,-0.10776111,-0.012376456,0.07701976,0.06724671,0.03250438,-0.08433773,-0.0978318,0.014411086,0.04254651,0.09078002,0.06707511,0.04925426,0.01010995,-0.036920533,0.029827178,-0.16359195,0.026249114,0.0076747425,0.120791286,0.24382675,-0.09424563,0.07374528,-0.08971699
114,0.24147935,0.08852403,-0.015852839,0.08907606,-0.122916944,-0.009939928,0.006661133,0.08883352,0.028302208,-0.048982847,-0.08997146,-0.06799378,0.040096924,0.014310057,-0.002371002,0.04698511,-0.0044706874,-0.08150133,0.011055322,-0.049986485,-0.12781419,-0.0017245952,0.08243213,0.23657054,-0.09875855,0.054372888,-0.094581574
115,0.26320702,0.08515081,-0.03558179,0.0725165,-0.12969716,-0.080798894,0.096289545,0.055005886,-0.019900514,-0.015418053,-0.10603462,-0.09440398,0.029330123,0.0037273737,0.06263005,0.011094162,-0.014294641,-0.019937066,-0.0126411505,-0.063418806,-0.062185094,0.015016019,0.029426508,0.34801704,-0.09339469,0.07309945,-0.08558291
116,0.18618798,0.031081548,-0.07034339,0.057649616,-0.07017067,-0.049800444,0.1328818,0.05858563,0.07437042,0.014370292,-0.10993682,-0.033355292,0.036616072,-0.021248834,0.053361986,0.07503895,0.03770909,-0.021692637,0.0100484975,-0.07923336,0.024044964,-0.025774842,0.10951003,0.36706132,-0.02810179,0.061561868,-0.059503708
117,0.12302148,0.073063806,-0.029731952,0.0029343646,-0.055341657,-0.018918041,0.1135609,0.05842085,-0.033754345,-0.017190691,-0.04757389,0.02443621,0.035485625,0.02980291,0.13178433,0.06848912,0.06698446,-0.026338357,0.037592545,0.08648777,0.011214894,-0.024968814,0.09174281,0.15404147,-0.12586246,0.14413205,-0.07120283
118,0.035524044,0.07107805,-0.0665085,0.036541775,-0.112720326,0.016044078,0.117740944,0.04762346,-0.021377644,0.015730686,-0.043642282,-0.010187895,0.072112754,0.043015935,-0.010782324,0.11923457,0.053599216,0.09593834,0.020129427,-0.10376914,0.043219455,-0.009880841,0.05482845,0.33357072,-0.003688097,0.092309125,-0.07694166
119,0.21619229,0.064658605,0.008858641,-0.0189692,0.042550027,0.0038287558,-0.026084542,0.04396289,-0.03970084,-0.0069016246,-0.008967773,-0.009894924,0.04952891,0.005265192,-0.012393311,0.059111968,0.049775492,-0.04688964,0.19697349,0.013523916,-0.12520406,-0.08303618,0.07442705,0.068176955,-0.06593698,0.05416912,-0.11066178
120,0.12436405,0.070153855,-0.030919708,0.034330472,-0.0633391,0.03662262,-0.013023406,0.017574767,-0.005823722,-0.11770413,-0.10554208,-0.0052540265,0.028314972,0.10910161,0.120120734,-0.0075259563,0.06028035,0.007015206,0.04121052,-0.20464355,0.02653632,-0.018024359,-0.004455885,0.25125384,-0.11867282,0.1607559,-0.09164483
121,0.23403728,0.012995333,-0.03916892,0.025001487,-0.025490597,0.13033122,0.011091613,0.023436092,0.0045729363,-0.08446773,-0.053332288,-0.058357604,0.095072895,0.1652693,0.004435357,-0.00209114,0.049614757,-0.016040012,0.0028495071,-0.10107767,-0.11607592,0.04308531,0.14279003,0.22554597,-0.02469722,0.031003403,-0.09073344
122,0.26567742,0.13113347,0.09094414,0.02477675,-0.07479858,0.08440277,0.13235328,0.00036544632,0.01420297,-0.119960316,-0.11581196,-0.05451577,0.05138387,0.047778346,0.23995252,0.07215491,0.03876596,0.05432451,0.035311926,-0.08806996,-0.09672049,0.038291387,0.13712233,0.24016283,-0.012467022,0.12618713,-0.105499536
123,0.2150347,0.10191636,0.051719654,-0.0175623,0.022537194,-0.053534083,0.1829327,-0.013764745,0.01840907,0.0009861924,-0.1327861,0.057815976,0.067777924,-0.011508774,0.018522717,0.08433827,0.011024658,-0.003564939,0.13199341,-0.19151215,-0.1218541,-0.116531916,-0.0155186895,0.29049155,-0.006261686,0.10110438,-0.19001406
124,0.22563916,0.07466593,-0.023179818,-0.0030560968,0.0051472476,-0.0072441837,-0.08689169,0.013603894,-0.029381864,-0.10670354,-0.09741705,0.01653307,0.067636356,0.14293334,0.04706699,0.13337487,0.05030471,-0.0396538,0.028817695,-0.09431126,0.019449264,-0.032258123,-0.05153035,0.23501045,-0.04542514,0.07943315,-0.12454258
125,0.2321426,0.022979567,-0.023444964,0.036684986,-0.0044993684,0.020596998,0.04291303,0.018302025,-0.03943631,-0.08156543,-0.09042188,-0.037781633,0.05615741,0.045539726,0.16539723,-0.014533212,0.018070068,0.07616684,0.03606691,-0.05512268,0.019363198,0.28788376,0.051700197,0.26084122,-0.09328148,0.061254233,-0.011077104
126,0.18617444,0.06273346,0.018956915,0.016386155,0.058273464,0.0069427663,0.17956883,0.03454119,0.048703164,-0.08643912,-0.06818415,0.017282562,0.054685872,0.05022906,0.08558351,0.043436,0.037998628,-0.013686286,0.03268084,-0.21841334,-0.058826804,0.024221752,0.061420757,0.24133082,-0.011403514,0.0548802,-0.18693595
127,0.24381302,0.058936883,0.026079567,0.03966631,-0.04324588,-0.04199419,0.049681235,0.037996434,-0.01190523,-0.055239998,0.1883997,-0.0007957388,0.07058406,0.07851653,0.0010989457,0.13233943,0.011550123,-0.09425442,0.049227208,-0.040033966,-0.038711637,-0.02268495,0.08324411,0.19636847,-0.052930094,0.03872206,-0.1521608
128,0.18974261,0.1042166,-0.039298497,0.09134886,-0.06448944,-0.02579891,0.03675752,0.04082452,0.032381125,-0.08546894,-0.11269806,-0.054552656,0.020494029,0.047615584,0.03358168,0.025417617,0.004944234,0.04736148,0.05516471,-0.015292332,-0.101780735,-0.03744476,0.06169544,0.13078593,-0.16687793,0.17797685,-0.13010536
129,0.15592907,0.117568284,-0.09489835,0.047782473,-0.08502223,-0.029269641,0.06439302,0.044020325,-0.009111259,-0.013728512,-0.0706659,-0.074099585,0.092035934,0.035000853,0.04903955,0.02039296,-0.009119662,0.0079624215,-0.03779737,-0.07943533,0.043160453,-0.08009464,0.029577471,0.18334001,0.029648267,0.07440452,-0.0315542
130,0.13598444,0.104114294,0.003645679,0.038285263,0.01391492,-0.01359954,0.07160256,0.010352815,-0.006966877,0.07398899,-0.031005945,-0.0052810223,0.07645408,0.058662947,0.044597425,0.075488925,-0.031230696,0.11985863,0.047900595,0.0005947836,-0.026893489,-0.044956952,0.09215682,0.14488256,-0.030885698,0.046014734,-0.055231027
131,0.11152107,0.14477676,0.02442356,-0.035739504,0.0026386175,-0.030525927,0.035414424,0.08090308,-0.037729997,-0.014613762,-0.067662805,0.037097484,0.03383915,0.11345139,0.16736925,0.05478247,0.039150193,0.022247447,0.04289744,-0.057378657,0.021907898,-0.055945147,0.048755586,0.090388194,-0.0130664855,0.068232626,-0.04352145
132,0.14657775,0.042901367,0.14255239,0.018915758,0.008595519,0.013353103,0.077615045,0.041166827,-0.02726407,-0.015722007,-0.054463256,0.053014327,0.04998001,0.061258424,0.049598645,0.02131709,0.0052447636,-0.028379614,0.09143149,-0.067797646,-0.029054318,0.017189302,0.07215972,0.24964425,-0.08573725,0.011627369,-0.10304069
133,0.15464373,0.14657047,-0.035780627,0.046358444,-0.045993514,0.009141909,0.03054002,0.056775216,-0.0059420113,-0.08185226,-0.07312775,0.050131485,0.022840759,0.06266549,0.02938754,0.04110079,0.034289207,0.109661214,-0.012739152,-0.09175444,-0.051717117,0.057237633,-0.0068308897,0.18156876,-0.070455395,0.12721714,-0.121553935
134,0.16230714,0.012063442,-0.030209178,-0.01949343,0.046783213,-0.009699041,0.033823203,0.08923441,-0.014983292,0.018322142,-0.072895475,-0.09058281,0.06361366,0.021477727,0.06220606,0.018740928,-0.01053235,-0.015575642,-0.009900311,0.08654478,-0.079100944,-0.09303864,0.057287946,0.13326198,-0.028615922,-0.025216509,-0.12315849
135,0.18015498,0.06186828,0.00063784607,0.006717837,-0.037745763,0.076316565,0.25547403,0.05618288,0.012518031,0.04296309,-0.075840674,0.055043057,0.008261621,0.09998697,0.08110427,0.02099479,-0.009717122,0.05061411,0.025752753,-0.049359616,0.14649273,0.014287684,0.20014176,0.113133796,-0.062806554,0.035847936,0.018743977
136,0.16554269,0.10517803,0.09139323,-0.02626034,-0.10574008,0.035687216,0.093583606,0.05940058,-0.010493416,-0.0076761134,-0.06101828,0.026654879,0.021254145,0.06654903,-0.0014495372,0.1414226,-0.013316515,-0.018818744,0.015266227,-0.10700812,-0.06894259,0.04890081,0.1081256,0.19809137,0.037230674,0.034257714,-0.16784257
137,0.21859683,0.07536728,0.06861845,0.0028536806,-0.042224746,-0.034988448,-0.04977174,0.030365257,-0.027561076,-0.032934073,-0.06804038,0.004011553,0.029481042,0.019303147,0.054541685,0.04718992,-0.029118566,-0.05310493,0.061595052,-0.010394696,-0.19431555,-0.07563254,0.038631715,0.15595976,-0.062232498,0.14150137,-0.16255789
138,0.12445882,0.037305526,-0.0095781535,0.099673435,0.05603096,-0.046483725,0.09366172,0.040479317,-0.019423364,-0.014603138,-0.0181484,-0.02375346,0.07660559,0.027542245,0.1093621,-0.020076739,-0.0040067323,-0.0043862443,0.03475413,0.04061863,0.017742874,-0.060827263,-0.015271692,0.21990053,-0.067535244,0.06482359,-0.011862379
139,0.27510688,0.03137071,-0.05084927,0.067178175,-0.026653036,0.019937966,0.1321038,0.06988518,0.010081667,-0.02590086,-0.060275424,0.04393117,0.032487523,0.13357651,-0.021282692,0.059094097,0.0019132481,0.02979767,0.015960215,-0.08843224,0.12235552,0.06292164,0.09071583,0.1348911,-0.051789366,0.05141825,0.07693332
140,0.2504362,0.064102836,0.00648389,0.015301721,-0.051036105,0.03880647,0.14602046,0.115759976,-0.025878135,0.015580483,-0.12852855,-0.05262757,0.16307618,0.039530303,0.05753347,0.073423125,0.00066573475,-0.037551846,-0.018784646,-0.052494746,-0.08514038,0.018259076,0.14214103,0.20877706,-0.06352518,0.008649997,-0.119989455
141,0.17468274,0.2199471,-0.008518476,0.09428577,-0.062317602,-0.12068711,0.16025203,0.039695196,-0.0032194145,-0.0073877536,-0.09932427,-0.012079607,0.005052647,0.12833212,0.041605428,0.10689582,-0.0019153096,-0.025720954,0.016246142,-0.1319936,0.15318187,-0.024507955,0.13566867,0.2808373,-0.13508058,0.09450829,-0.14537045
142,0.27739984,0.07970166,-0.12779143,0.06435,-0.0792153,0.15537669,0.14933741,0.13555758,-0.040097907,-0.0062833275,-0.08454741,-0.07842752,0.048340082,0.059605,-0.011626633,0.12661904,-0.05142018,-0.06478851,0.014625251,0.035083715,-0.06751259,-0.071840934,0.1273318,0.18772507,-0.17799744,0.09211966,-0.07624411
143,0.16339634,0.0891218,-0.0055065304,0.14679715,-0.16919853,-0.06498609,0.16227064,0.061017953,-0.035865217,-0.03780714,-0.13599405,-0.02284947,0.046060342,0.073472396,0.041462243,0.07633319,-0.04010754,0.026610315,-0.060096204,-0.15445146,-0.036518153,-0.084771894,0.16539976,0.26460782,-0.06636356,0.13320148,-0.17677571
144,0.28252137,0.19794634,-0.06101389,0.080595635,-0.10205954,-0.07682432,0.019124981,0.09919177,0.13871227,-0.006236069,-0.0793442,-0.030973177,0.08794868,-0.030712416,-0.046900112,0.08576473,-0.057064634,-0.05302596,0.16889527,0.015838023,0.02842334,-0.10230216,0.1510818,0.2995176,-0.06159386,0.06293207,-0.08693555
145,0.20436138,0.23043948,0.0766995,0.022501737,-0.09356728,0.07649872,-0.0013752019,0.10072502,-0.040895496,-0.035403304,-0.12941898,-0.062434755,0.060157992,0.06297098,0.16725484,0.02895762,-0.03209614,0.008938257,-0.029814,-0.08187554,-0.0030348483,-0.06001577,-0.045021225,0.15705344,-0.08872217,0.13807386,-0.06002634
146,0.17486355,0.008357649,-0.0027895996,0.034646396,0.007333318,0.016806282,0.17253983,0.03142193,-0.013657744,0.048684597,-0.073099576,0.01583857,0.069668666,0.0341984,0.08767765,0.00028872292,-0.08089859,-0.04057125,0.099262774,-0.1866051,-0.14638802,0.0019597076,0.016340643,0.26662546,0.05018477,-0.009081898,-0.16416317
147,0.20042868,0.043130536,0.044461705,0.053144578,0.06614074,-0.044923123,0.0037528686,0.085129604,0.065326706,-0.14332958,-0.0874274,0.19534676,-0.0015275124,0.078772746,0.0032967906,0.10461529,-0.017642433,-0.06886954,0.07936199,-0.122738875,-0.046753503,0.104881674,0.10789999,0.27856863,0.021878922,0.0709031,-0.17634997
148,0.20153522,0.054309174,0.021615244,0.029733052,-0.05010745,0.0029265778,-0.028830362,0.19047746,-0.02377442,-0.11628027,-0.06624564,-0.04999672,0.071361415,0.07679626,0.028532239,0.001953402,0.010298434,-0.052375723,0.050394244,-0.020453865,-0.07579383,0.33951685,0.11218561,0.18955304,-0.14005409,-0.032440946,-0.09936518
149,0.1510389,0.15009351,0.048801996,0.09700321,-0.15212274,-0.055908788,0.17674118,0.0960618,0.013828793,-0.06648288,-0.08630136,-0.114040285,-0.015372751,0.14440098,0.111643225,0.04233405,0.006531412,0.029323123,-0.009267222,-0.107944235,-0.22028105,0.089264624,0.13910432,0.20352851,-0.12261536,0.0394713,-0.15574709
150,0.21364146,0.0712076,-0.08329186,0.02703473,-0.111094825,-0.14250997,0.06501363,0.083779275,-0.011071238,-0.018227907,-0.06973763,-0.05479306,0.065916464,0.024952881,-0.03918214,0.094003074,-0.02550131,-0.04810504,0.015738994,-0.008292595,-0.14895071,0.010322178,0.0843828,0.16890812,-0.04502894,0.06661338,-0.13862918
151,0.2000138,0.101826385,-0.06609695,0.05971829,-0.084261686,-0.09903284,0.028216861,0.033347238,-0.045712825,-0.016465647,-0.08623186,-0.065071754,0.048521087,0.045555383,0.044361066,0.033958167,-0.016799428,0.021860767,-0.015377081,0.0068730013,0.0051849703,-0.09104415,0.11674839,0.14282846,-0.14767398,0.07825427,-0.022745118
152,0.12833057,0.15099207,-0.10172063,0.09457918,-0.12090126,-0.04089319,0.11750213,0.06839001,-0.0039081303,0.0020108707,-0.09758983,-0.06926023,0.09751038,0.1507725,0.06290539,0.025342494,-0.010131462,0.019235294,0.016653262,0.024983764,0.09406858,-0.08297726,0.110525414,0.1577727,-0.11515251,0.08910894,0.029206317
153,0.19676799,0.11420448,-0.077934325,0.046851914,-0.093064696,0.11352083,0.099206805,0.08375299,-0.012425732,0.034571733,0.052165166,-0.052835986,0.05343824,0.032731667,0.015400326,0.10524361,0.0015549436,0.015970144,0.005550323,-0.0026067132,0.03975663,0.022093235,0.06784805,0.13726212,-0.07975654,0.10083748,0.03867296
154,0.13138254,0.06634535,0.22873738,0.022871787,-0.049042,-0.0065819263,0.0631449,0.047300898,-0.052605737,-0.0036326319,-0.039813288,-0.035831165,0.056097936,0.022426642,0.0562484,0.06199559,0.052391104,0.0049985074,0.0071373377,-0.12569244,-0.16627894,-0.061506376,0.072509795,0.123916715,-0.038014792,0.060070362,-0.1679352
