,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t)
126,0.1588146,-0.012285387,0.015510162,0.048973866,0.058169134,0.07408922,-0.030947039,-0.050595976,0.0049444507,0.08050806,0.01413493,0.03715744,0.10361898,-0.0074929204,0.040119227,0.12530825,-0.008223501,-0.051541876,0.027575716,-0.02590607,0.29669723,0.15312682,0.052988093,-0.06073252,0.058134142,-0.06362767,0.0089454055,0.029968169,0.011143625,-0.113206744,0.016871022,0.040551968,0.11218366,0.011483198,0.12285507,0.013606291,0.09269179,0.022437453,-0.05697065,-0.11194717
127,0.0373406,0.0046453625,-0.093267046,-0.044946883,0.2141875,-0.010634149,0.104612544,0.0076827216,0.1003323,0.08923338,0.14549066,0.01006406,0.059467718,-0.022707533,-0.12043389,0.01969266,-0.0590726,-0.052083354,0.13374406,-0.101489015,0.07199663,0.13229054,0.08483546,-0.0014032722,0.07240146,-0.06039489,0.011652164,0.03397988,-0.13639127,0.08224266,0.18431482,0.039822105,-0.21390606,0.2365473,0.03282481,0.10218185,0.02538902,-0.030593636,0.034474798,0.024123091
128,-0.02095567,0.014174489,-0.030893646,0.047735028,-0.005373757,0.09943499,0.032409713,-0.15760568,0.00471387,0.015663998,-0.008927019,0.09906897,0.13096404,0.12268605,-0.057123244,0.041300345,0.14259985,-0.045396864,0.124012105,-0.09943648,0.1229605,0.023055146,0.010579925,-0.00404144,0.1528749,-0.010439571,-0.092121355,0.20741455,-0.11139451,-0.23147923,0.014471336,-0.034263343,-0.101023845,0.02074198,0.06268569,0.06577655,0.047420908,-0.021271655,-0.07018721,-0.03408674
129,0.02564468,0.011781175,-0.045421764,-0.014333996,-0.0032540187,0.07560917,-0.017228553,-0.08169585,0.0053699217,0.10115277,0.06492616,-0.036236756,-0.033998072,0.011517363,0.03392917,0.1910402,-0.06739359,-0.037872612,0.0562984,0.059893552,0.14135884,0.15077934,-0.005158812,0.036144003,0.061512712,-0.03144516,-0.0056575313,0.043663174,0.006598791,-0.015845392,0.08005716,0.09476364,0.087832205,-0.104398824,0.05244434,0.10562143,0.19811043,-0.13140866,0.10726938,-0.087914065
130,0.008310197,0.01809629,-0.15627708,-0.11908296,0.21297479,-0.0049079666,0.06977602,-0.01797375,0.018524915,0.04523604,0.14093031,0.074358985,0.036963724,0.08384698,-0.12345699,0.026753671,-0.063647695,-0.053659577,0.10809903,-0.010767847,0.10201743,-0.0035775388,0.036136795,-0.10106175,0.2176548,-0.056237154,0.17641065,0.10699499,-0.28580242,0.08120119,0.23308298,0.07955623,-0.27109498,0.2146215,0.07957466,0.06973582,-0.03122406,0.00028294697,-0.010825642,0.05607423
131,-0.09821551,0.08899532,-0.015517457,0.14293146,-0.033904374,0.12764095,-0.09607664,-0.14746523,0.02062266,0.08210814,-0.061334074,0.009565774,0.017272908,-0.04982656,0.09603022,-0.02855297,-0.04478622,-0.07861727,0.058575075,-0.17120579,0.26206124,-0.011366065,-0.041617464,0.022884203,0.21723062,-0.046748344,-0.10731019,0.150691,-0.035257235,-0.28221512,0.040975153,-0.023475582,-0.09324233,-0.10396341,0.025524614,0.07865678,0.060018092,-0.04717267,0.0015566251,-0.12880717
132,0.050978556,-0.015346859,0.021723311,0.06462348,0.14195332,0.081656456,0.015469031,-0.17560187,0.055682518,0.121812746,0.14087255,0.046747576,0.050443478,0.08208155,0.030201118,0.09822278,-0.018098585,-0.14834797,0.060994025,-0.055823468,0.14437535,0.13436706,0.03908047,0.07105879,0.08429189,-0.109116316,0.008619089,0.12920555,-0.19895674,0.026471905,-0.0039011948,0.12288101,-0.080029465,0.008060658,0.060533904,0.00914215,0.12079397,-0.16212854,0.14858699,0.038260102
133,0.10463405,0.004364365,-0.1591107,0.046645284,0.08029697,-0.036165327,0.050580435,-0.105020836,0.0015522368,0.08869265,-0.04957443,0.043357477,0.11315636,0.0528616,-0.09548943,0.04387641,-0.06568168,-0.15319501,0.14041829,-0.07481216,0.2145259,0.020254804,0.010323172,0.042581316,0.13303135,-0.07596637,0.0046892134,0.0038180146,-0.09489975,-0.088798374,0.17363536,0.09918471,-0.2557859,0.20285833,0.00748886,0.09852624,0.18622352,0.02769422,0.051744513,-0.010485198
134,-0.09323713,0.011661833,-0.15744662,0.027598599,0.035988882,0.09319147,0.03331265,-0.07208224,0.0021434894,0.101238884,0.03921754,-0.008841021,0.27979234,0.06311921,-0.10847057,-0.02710743,-0.06980541,0.0014261901,0.14272977,-0.095576175,0.11749001,0.034759432,0.061268233,-0.007523801,0.1354323,-0.016713567,-0.026597643,0.24191901,-0.22790138,-0.16086039,0.016123455,0.10214523,-0.13050216,-0.057020143,-0.012926668,0.10642987,0.1235232,-0.05371394,0.04001797,-0.13770503
135,0.007239675,0.076799735,-0.072029315,0.07776816,-0.063280225,0.022292903,-0.063570075,-0.0012104809,0.03267947,0.059552044,0.094240665,0.029439997,0.11916849,0.003224372,-0.032697063,0.016328305,-0.20984438,-0.07898145,-0.009586445,-0.062152866,0.20770809,-0.011288242,0.020644372,-0.05443453,0.11956783,0.047504812,0.011550128,0.19382887,-0.08946471,0.08523995,0.06487375,0.07598968,0.008725695,-0.02670057,0.16633186,0.19132413,0.12085347,-0.19328588,0.17012843,-0.04196686
136,-0.09434698,0.011214739,-0.16206418,0.029546926,0.11749616,0.00608907,0.044045225,-0.17842181,0.011487568,0.032726467,0.1786391,0.0393282,0.117042206,0.12560816,-0.07084598,0.09109085,-0.21821749,-0.07597031,0.11683967,-0.19875684,0.15187523,-0.0261783,0.071151145,-0.03259927,0.064166434,-0.075716875,0.08509822,0.0061042234,-0.1860816,0.09874013,0.24516083,0.029653467,-0.23064041,0.1137948,0.09038805,0.13798262,-0.011525694,0.04998135,0.084310815,0.047479957
137,-0.045956627,0.043009847,0.015574055,0.10008924,-0.036009226,0.11205669,-0.06879974,-0.23688279,0.05321964,0.1565274,-0.052077327,-0.010151167,0.11551775,-0.014679223,0.058478825,0.0068851076,-0.08898386,-0.113052815,0.06494804,-0.17648569,0.25525284,-0.042776316,0.021816133,0.066086724,0.15318333,0.051414646,0.014489897,0.120523,-0.2734864,-0.21615912,0.045825846,0.080326304,-0.25791848,-0.097117655,0.045196828,0.1357759,0.20549192,-0.07680464,0.0609976,-0.1711189
138,0.058602687,0.07777095,-0.10324358,0.09325903,0.059328884,0.0039995722,-0.07161404,-0.2017614,0.017109394,0.18771534,0.11423614,0.030792596,-0.004542496,0.042013578,-0.09094847,0.039367218,-0.10265478,-0.17551097,-0.0017315188,-0.06296867,0.270433,0.052902516,0.034526974,-0.006030172,0.13098243,-0.044031937,-0.016337484,0.023866065,-0.19141188,-0.08582193,0.051247343,0.07775287,-0.14674443,-0.040569875,0.017686978,0.102951676,0.27784866,-0.17903148,0.17210123,-0.1605009
139,0.0015361346,0.011484362,-0.25772518,0.006906952,0.106296696,-0.010424578,0.014500663,-0.12085004,0.039319634,0.030748375,0.19616546,0.113619454,0.02121923,0.009303299,-0.13707994,-0.035303466,-0.12424937,-0.16495639,0.10229218,-0.20398803,0.17894398,0.057461698,0.05978591,-0.07512954,0.26273015,-0.01696787,0.06597525,0.011250295,-0.17603517,0.1210354,0.27276155,0.11373602,-0.24405405,0.00089039654,0.06318962,0.13032441,0.14261468,-0.17298698,0.15945,-0.05095955
140,-0.025595337,0.03841864,-0.16317357,0.15900876,-0.008965596,0.068831846,-0.015721085,-0.3181668,0.034251772,0.012559081,0.17028423,0.078507066,0.06891802,-0.021674242,-0.07789455,0.010956164,-0.21855526,-0.16283222,0.09894282,-0.30446658,0.26989812,-0.0030196942,-0.06504974,-0.0077875094,0.14549144,0.030778304,0.026384339,0.12151486,-0.37019452,-0.11163466,0.26061806,0.07376205,-0.1891089,0.114292495,0.061962582,0.1967799,0.11082675,-0.12177367,0.1115133,-0.13180922
141,-0.1097849,0.051205438,-0.08994538,0.2015233,-0.0125824325,0.15772311,-0.012807701,-0.2928903,0.01574279,0.18581647,0.19172652,0.07790969,-0.020270469,0.10524207,-0.07003065,-0.012718422,-0.17029764,-0.26748538,0.0072358446,-0.14313449,0.37449723,0.0011833794,-0.009535804,0.00026810635,0.08992065,0.039753944,-0.06976295,0.16983914,-0.4656762,-0.098227315,0.19967994,0.09886824,-0.2820442,-0.04040532,-0.020990252,0.088560306,0.17081606,-0.17289117,0.11810873,-0.1325583
142,0.039908424,-0.034881327,-0.16949338,0.047890376,-0.007694481,-0.06561314,0.0018322794,-0.03299533,8.541098e-05,0.19799562,0.18535484,0.09663823,-0.04867658,0.004869062,-0.028676629,0.0094358735,-0.09566909,-0.21162468,-0.017158756,-0.20893072,0.37112147,0.052687194,0.0112366825,-0.03414432,0.105818674,0.018998343,0.01818525,-0.077038795,-0.27585053,-0.0513365,0.2859056,0.101803996,-0.24357814,-0.16057836,-0.026073664,0.06069392,0.34094107,-0.1936948,0.1295637,-0.14607175
143,-0.09794826,0.016601577,-0.28967282,0.1474858,0.09993963,-0.009953046,-0.0036449535,-0.18909742,0.00046857828,0.05263062,0.26287115,0.03742241,-0.03810129,-0.0026386594,-0.18915427,-0.08453151,-0.15389773,-0.08841143,0.18933946,-0.3656649,0.20794359,0.0964604,-0.055306904,0.0034113526,0.10496195,0.07915395,0.051757615,-0.03733942,-0.29226527,0.007620035,0.36685687,0.00559495,-0.36021116,-0.077934876,0.010623101,0.12624697,0.015022477,0.064675905,0.22203825,-0.07040968
144,-0.18227063,0.036497436,0.07773271,0.27875808,-0.050062556,0.18327183,-0.11928208,-0.34585273,0.09659975,0.14060636,0.10001242,0.04152477,0.022597454,0.1098473,0.041372687,0.03326643,-0.041880153,-0.16790809,0.07424976,-0.26612887,0.23349291,0.025923332,-0.058958903,0.020075656,0.02341585,0.10616521,-0.11406909,0.15334782,-0.40756583,-0.2002781,0.16839363,0.010412723,-0.20196584,-0.12246055,-0.024178697,0.0496152,0.14660548,-0.12051001,0.102899395,-0.11098923
145,0.1429351,-0.056928262,-0.09245543,0.06572057,0.013307892,-0.020629581,-0.0008854512,-0.1424009,0.10395603,0.12781218,0.113778256,0.09197804,-0.011135355,0.021589711,0.054633982,0.10010774,-0.07630653,-0.17875116,-0.014568221,-0.08730086,0.4993741,0.10275983,-0.035352763,-0.035524417,-0.0043538064,0.028681727,0.041381575,-0.05803386,-0.21549848,0.018448457,0.16708155,0.14184138,-0.13382341,-0.18509425,-0.0652605,0.0088813435,0.31434205,-0.13378967,0.08752512,-0.0234823
146,-0.03700156,0.058388595,-0.3027749,0.01954149,0.2589041,-0.029355835,0.04822368,-0.07701913,0.06474048,0.19737367,0.13507035,0.09364183,0.00581407,-0.015874747,-0.13793515,-0.073670745,-0.10655531,-0.08168311,0.123993725,-0.37807685,0.22057039,0.14621693,0.071151525,-0.010198543,0.057030063,0.103710145,0.045772456,-0.07594858,-0.19438368,0.06120742,0.2719617,0.09510787,-0.42426965,0.055852585,0.017089956,0.16930291,0.12151697,0.021774944,0.22365445,0.005095698
147,-0.09127444,0.02829202,-0.020291945,0.28843236,0.030958332,0.08459946,-0.15705538,-0.24517861,0.024355631,0.09788978,0.048581302,0.085148335,-0.019778553,0.002484613,-0.03167135,-0.021955043,-0.105943955,-0.088658415,0.19198793,-0.2979235,0.15581582,0.016875438,-0.036065392,0.031019356,0.20137957,0.034826092,-0.11264399,0.23972403,-0.2818578,-0.2744083,0.06270456,-0.007791388,-0.18925992,-0.12292826,0.05537378,0.10552558,0.14586963,-0.1926442,-0.024043206,-0.26576176
148,0.017662631,-0.05425235,-0.124015726,0.13613446,-0.09263708,0.12021158,-0.029077938,-0.23526663,0.031095432,0.041332245,0.1948684,-0.037086513,-0.05156445,0.08642502,-0.02079026,0.046802454,-0.15095367,-0.2010128,-0.009558892,0.1632744,0.30581892,0.05003801,-0.040072,-0.030326681,0.0014314478,-0.03701858,-0.035744216,0.0781491,-0.19481878,-0.017953547,0.12430815,0.11311765,-0.011902744,-0.06945905,0.06671417,0.08120474,0.16296528,-0.2026658,0.15379366,-0.09669353
149,0.020863298,-0.016002756,-0.22938113,-0.113206334,0.08508053,-0.03283839,0.112445995,0.13944225,0.010995218,0.13563114,0.18665999,0.061156854,0.015004471,0.05516398,-0.013302833,-0.028445212,-0.1583553,-0.18171358,0.04618454,-0.2538005,0.21286407,0.03462771,0.08115832,-0.05058424,0.11683345,-0.02097989,0.121825695,-0.05632993,-0.29544678,0.11576694,0.35254464,0.1418002,-0.30332112,0.08510282,0.014186986,0.1462661,0.22249228,-0.013495363,0.109492354,0.033559736
150,-0.08780532,0.061565626,0.08217251,0.24454646,-0.070119396,0.0389809,-0.059181925,-0.33838484,0.0018387731,0.05674763,0.15531461,0.08664434,0.10529056,-0.023753664,-0.17178252,-0.0716982,0.001498729,-0.032183163,0.033561274,-0.41245785,0.28806868,0.109778255,-0.038590543,0.007975658,0.19740644,0.015623536,-0.044752397,0.16228962,-0.06390056,-0.19055903,0.1985476,-0.116273366,-0.37909538,-0.059682053,0.085091576,0.09898075,-0.03709453,-0.039551385,0.059282422,-0.22271016
151,-0.0009821896,0.00016522035,0.064334586,0.21986681,0.119743384,0.19529012,-0.16507572,-0.33181304,0.123699866,0.27352872,0.09504181,-0.035841204,-0.0075143557,0.048154987,0.12701163,0.174731,0.123173475,-0.22567625,0.023957346,-0.112367555,0.14926158,0.20354015,-0.017936792,0.0020834832,0.038659845,-0.03660135,-0.006157534,-0.080152884,-0.27401444,-0.049422614,0.18237032,0.17242897,0.031356614,-0.1552312,0.0109142065,-0.02934025,0.32454908,-0.15380496,0.024862489,-0.24152291
152,0.117982335,0.007398107,-0.24274246,-0.03398349,0.097807035,-0.13011041,0.18756826,0.036063075,0.011469158,-0.031672698,0.3349852,0.11029436,0.10603591,0.03400934,-0.18202808,0.06074304,-0.122909635,-0.19784993,0.107218415,-0.09466212,0.31973255,0.09587495,0.05165033,-0.09208397,0.1615611,0.059886437,0.057476427,-0.072931066,-0.34209213,0.26894993,0.2943012,0.18864575,-0.17304309,0.20526753,0.16613302,0.13469851,0.053209297,0.01504676,0.08835611,0.04277995
153,-0.13156125,0.0357381,-0.030859858,0.06855057,-0.07048513,0.08834864,0.026410213,-0.23091397,0.0120135145,0.14193758,0.093353406,0.026273739,0.052263755,-0.019176839,-0.16719323,-0.15193215,-0.0931992,-0.07858036,0.07264069,-0.3057015,0.24595901,0.010611467,-0.10500047,0.012336487,0.0596072,0.15213352,0.012938969,0.15769964,-0.1988981,-0.21076672,0.3054909,-0.034043618,-0.4019603,0.1000001,-0.035736263,0.1410585,0.024185866,0.02116327,0.014600176,-0.076900974
154,0.055894442,0.010204632,0.10491221,0.2808206,-0.026583545,0.059103347,-0.1601662,-0.24544108,0.006584674,0.15244642,0.11963914,0.040034935,-0.1452043,0.0062352275,0.097212784,0.08968156,-0.0012259576,-0.14394459,-0.027204867,-0.21863544,0.17870079,0.11723943,-0.068393044,0.0015010312,0.08888452,0.15859753,-0.087493606,0.054850608,-0.3167539,-0.18920885,0.09871374,0.060360763,-0.021743849,-0.25439382,-0.08144155,0.016570091,0.20205139,-0.20724888,0.08662874,-0.23089002
155,0.09709396,-0.010448426,-0.22393261,0.026289994,0.1514104,-0.06852126,0.1204093,-0.13418385,0.009559378,-0.002321504,0.21813938,0.025285136,-0.14289258,0.11253275,-0.06697106,0.033423565,-0.055944007,-0.19753683,-0.0031263027,-0.062101603,0.2563317,0.05861732,-0.05772634,-0.05619811,-0.04852828,0.1077783,0.020514887,-0.15737353,-0.2425657,0.14401199,0.28159747,0.11162015,-0.18326716,-0.0071760444,-0.02005535,0.041567463,0.06648337,-0.025334377,0.0947762,-0.007618737
156,-0.15429804,0.018907472,-0.13598062,0.085108615,-0.06503765,0.059647903,0.019367073,-0.05456689,0.029780699,0.12552929,0.12763259,0.05983492,-0.10863208,0.09375485,-0.093564264,-0.089002386,-0.005180526,-0.099201895,0.09548685,-0.32356426,0.1852599,0.05223521,-0.101782046,0.017705139,0.046224035,0.19590771,0.04438449,0.011441488,-0.25028515,-0.08663057,0.2904509,0.0501664,-0.25541812,-0.100736566,-0.08917919,0.1225592,0.13281211,-0.044036884,0.014499316,-0.07370199
157,0.03340902,0.022571214,-0.057849973,0.26576483,-0.106459185,0.09844795,-0.03587062,-0.23755477,0.06330586,0.11304478,0.19142048,0.005339013,-0.20796199,0.014079102,0.022657413,0.064867616,-0.020729754,-0.06742526,0.0012767166,-0.17737827,0.22022611,0.07467861,-0.08604577,-0.010476442,-0.0014794117,0.063327305,0.019780925,0.0035505164,-0.06297932,-0.0064897835,0.2105154,0.03432105,-0.065153375,-0.23082125,-0.0871973,-0.029872742,0.012772704,-0.13119042,0.064407356,-0.10804744
158,0.038530216,0.059001017,-0.09020842,0.07705088,0.1466631,-0.026480133,0.0017506114,-0.12163247,0.0024447571,0.07399761,0.119512,0.040821493,-0.024129957,-0.0051553748,-0.043743707,0.041022502,-0.0049944827,-0.14170752,0.014900874,-0.11876952,0.1524138,0.08268318,0.015268134,-0.015441496,-0.06351199,0.063749276,0.087130025,-0.08037107,-0.29134163,0.027268082,0.23129168,0.18905875,-0.2057148,-0.037278533,-0.06737558,0.0007952497,0.17246541,0.017866284,0.047483537,-0.007161767
159,-0.004730639,0.085378684,-0.08449272,0.0890646,0.066606164,-0.065992914,-0.020596398,-0.060491394,0.0076912167,0.04224549,0.17803223,0.060152084,-0.008527666,-0.007264546,-0.13915558,-0.108078375,-0.023204708,-0.011841543,0.07685891,-0.21123229,0.15890443,-0.015376722,-0.08742396,-0.007911785,0.036447644,0.16438706,-0.10001937,-0.024344042,-0.21260992,0.021217685,0.17245238,-0.009426538,-0.15820108,0.14170359,-0.01667412,0.09159451,0.056718376,-0.082917556,0.038537696,0.007812895
160,-0.037421636,-0.047428023,-0.057412423,0.14451046,-0.047458544,0.09958392,-0.06757794,-0.16059393,0.04461844,0.13159591,0.13140477,-0.0030955402,0.054420814,0.031957753,-0.0068258643,0.025607802,-0.09160419,-0.04122042,0.004850631,-0.11872441,0.092023276,0.086658604,0.013403818,-0.045808397,-0.02981572,0.14090468,0.010491326,0.10715555,-0.09867246,-0.016202867,0.22030266,0.0076682614,-0.06810197,-0.15155898,-0.0037421621,0.04947193,0.057237886,-0.05734627,-0.04388812,-0.10024418
161,0.035640676,0.0054585813,-0.053474035,0.11494086,0.001466468,-0.016015029,0.060051102,0.00055366755,0.0032916162,0.054922152,0.12320217,0.025010299,-0.008810193,0.03532121,-0.0007942207,0.18752533,-0.12761204,-0.09056201,-0.00854524,-0.05460706,0.139549,0.017342743,-0.03401811,-0.039716072,0.0022922363,-0.027143426,0.0076073576,-0.06474205,-0.21443789,0.08052983,0.20228168,0.091970965,-0.09781186,0.03147623,0.04681596,0.060856424,0.10236375,0.0044980273,0.025839744,0.14312512
162,-0.05943788,0.1040433,-0.033833046,-0.04933911,0.06893488,0.010673188,0.048230197,-0.055062436,0.016094394,0.047627833,-0.0013473891,0.0270411,0.023107177,-0.0075298958,0.012621522,-0.029716466,0.063226074,-0.00049586594,0.029712727,-0.030961134,0.15049331,-0.02024576,0.03663395,0.07291966,0.013878708,0.1946853,-0.010772582,0.010879772,-0.07811763,-0.13193716,0.1433622,-0.012324851,-0.1801141,0.039305586,-0.027781386,0.032543562,0.05715412,0.12256874,0.109240204,-0.09563374
163,0.037810855,0.054766394,0.066337645,0.029296817,0.09564777,0.07187559,-0.055658303,-0.0862193,0.00031410245,0.10689293,0.124997064,-0.0010656025,-0.13947694,0.07950585,-0.056147993,0.06542376,0.25323892,-0.038819835,0.087172516,-0.20941001,0.09673269,0.14579116,-0.10538514,-0.057161022,-0.016791712,0.05605728,-0.093695454,0.10247731,-0.17906214,-0.081245,0.057753947,-0.020893177,-0.07418449,-0.16942978,0.016577747,-0.032599155,0.060232043,-0.16285881,-0.094715826,-0.16415524
164,0.009261772,-0.046674,-0.15491022,0.031513434,-0.08898057,0.050232083,-0.01676665,-0.031130744,0.1053057,0.02414097,0.100752,-0.022829711,-0.086427525,-0.027241154,0.033845384,0.15670544,-0.007354331,-0.023749521,0.00016419994,0.03792288,0.106950596,0.2572149,-0.0470198,-0.021828458,0.01891957,0.0059453025,0.027032992,-0.04587187,0.118073195,0.11625822,0.31808943,0.05956884,0.11298728,-0.010173208,-0.06088596,-0.017921928,-0.00091555424,0.0484906,-0.004470089,0.019629434
165,-0.04538243,0.013934718,0.045898467,-0.0831384,0.19838116,-0.0028257892,0.07015256,0.07560351,0.004911289,0.09010018,0.11089978,0.069229774,0.04185118,-0.010385842,-0.057013933,-0.016575078,0.0023521092,-0.02652919,0.101022646,-0.17890593,0.0121495705,0.03370412,0.059514,0.02904855,-0.007828444,0.00039314665,0.02558507,0.24078858,-0.32410678,0.039002836,0.03595095,0.026322983,-0.19444644,0.20229308,-0.026123997,0.025952503,0.04976131,0.047159877,-0.13203941,0.0077287797
166,0.07341471,0.024412941,0.039601684,0.14240448,-0.18874596,0.023877885,-0.07360169,-0.1331811,0.0038619516,0.2902627,-0.042058405,-0.00820266,0.022420004,0.074036516,0.041680463,0.02021493,0.07777844,0.053529136,-0.009494397,0.03257174,0.18998994,-0.005896649,-0.071409665,0.04396096,0.1379705,-0.07926392,-0.21950431,0.16590264,0.120837234,-0.21875718,-0.037991818,0.113078445,0.014809364,-0.089957334,-0.011770561,-0.0025109071,0.003888789,0.049356684,0.0011720061,-0.132356
167,0.20385763,-0.066318855,-0.05095242,-0.13581704,0.15110363,-0.061169393,-0.018354772,0.06549173,0.015995352,0.11459939,0.06070707,0.033563565,0.06158194,0.027758192,-0.08623969,0.0032417122,0.019054914,-0.06038355,-0.025294697,-0.035864156,-0.06917496,0.09611839,0.12032353,-0.10410587,0.15787432,-0.17384173,0.09640038,-0.11578262,-0.09126108,0.072182946,0.085526206,0.2011488,-0.082900256,0.10403146,0.018089235,0.044488583,0.15200436,-0.10983185,0.029823612,-0.07224153
168,0.042294364,0.061477795,-0.24411014,0.075767934,-0.07776628,-0.11066153,0.054672163,-0.07171336,0.033197697,-0.12920806,0.1271032,0.12373833,0.14336054,-0.05174788,-0.24320415,-0.09842608,-0.14233984,-0.0053898767,0.10013384,-0.070755266,0.09152741,-0.0019493252,0.049419433,0.017336616,0.22908579,0.008489115,0.047224153,-0.024684835,-0.043743424,0.052073956,0.13249932,0.024780953,-0.0397612,0.14148994,0.09288646,0.24640524,0.004983045,0.04691636,0.1709964,-0.0064561344
169,-0.09454032,0.02465436,0.02645466,0.13399109,-0.0055140126,0.1479652,-0.0033159852,-0.20952913,0.02156959,0.07933268,0.141505,0.005056395,0.06678155,0.01766445,-0.12427065,0.014650783,-0.08048643,-0.11983711,0.04408378,-0.13921417,0.06922734,-0.036341432,-0.026490312,0.02985859,0.036189113,0.05359505,-0.033716675,0.16882509,-0.24796425,-0.037224602,0.18146473,0.0036208576,-0.12779413,0.031062014,0.09586347,0.1264762,0.10328188,-0.04796754,0.09084568,-0.11411774
170,0.03540041,0.010540308,-0.017399918,0.04694178,-0.031833235,0.06973475,0.01092525,-0.10808737,0.016162317,0.031517338,0.20300286,0.0032429555,0.010361525,0.01834106,-0.01861537,0.10107565,-0.03759439,-0.0983597,0.039639242,-0.048333574,0.2479703,0.034257416,0.035024293,-0.038577832,0.061619855,-0.056717645,-0.05036182,-0.025094919,-0.23618293,0.01738094,0.24948914,0.06895812,0.18787515,0.09568323,-0.04531845,0.013953663,0.122340575,-0.0587636,0.077789396,-0.08976977
171,0.066360116,0.020088993,-0.072558686,-0.025221016,0.22983748,0.004055448,0.17409906,-0.007623827,0.0011589198,0.07696177,0.2992205,0.016706765,0.05401431,-0.00086380914,-0.18305832,0.006127162,0.04483994,-0.100599766,0.028439073,-0.25863838,0.21353972,0.07077291,0.045617938,-0.09366742,0.105751716,0.1949457,0.023228068,0.054683473,-0.3728056,0.18791276,0.25025773,0.021135435,-0.36914507,0.15879557,0.013095392,0.15077671,-0.009083346,0.05499602,0.09043403,0.04979054
172,0.02381745,0.040681973,-0.00019340677,0.13848755,-0.026794238,0.13190538,-0.12403191,-0.32218298,0.0483178,0.107352406,-0.069360375,0.0645468,-0.06515873,-0.04240009,-0.00015474972,0.09350233,0.06201284,-0.09673636,0.2296878,-0.25330448,0.2878638,0.2313925,-0.15028203,0.051980935,0.033084538,0.055324577,-0.104037315,0.04072817,0.011254463,-0.3427552,0.17328638,-0.099851474,-0.12479857,-0.13861057,-0.04955925,0.028582111,0.21919456,0.04203467,-0.08989962,-0.26646966
173,0.015594254,-0.03473804,-0.07903459,0.06108162,0.21640114,0.1613717,0.0076136757,0.041936327,0.0008003484,0.17662838,0.24364483,0.015206739,-0.13007578,0.09868336,-0.007946746,0.2236867,0.05924429,-0.15842092,0.112866916,-0.0016032681,0.033212405,0.23360719,-0.04112849,-0.10481833,0.0654672,0.0280369,-0.03884665,0.18366715,-0.4305523,0.09627955,0.08597678,0.17345683,0.033489823,-0.014273027,-0.094266735,-0.052317698,0.095117584,-0.1833481,0.14719276,-0.10180731
174,0.067737706,-0.014862319,-0.18382277,-0.09105207,-0.014899522,-0.058990434,0.11827606,-0.00818214,0.0072077936,-0.021377198,0.04314486,0.025529634,-0.005730994,-0.052391466,-0.0069757216,-0.0025281478,-0.07284077,0.05657573,0.086401306,-0.09234703,0.348806,0.03872679,-0.07534817,-0.018710203,0.050145693,-0.023753218,-0.05869994,0.048047006,-0.020515155,-0.01352368,0.26353142,-0.040637493,-0.1654681,0.30212644,0.02437374,0.06829373,-0.13532206,0.16490172,-0.025949638,0.044410866
175,-0.1527895,-0.025134139,0.15523145,0.06482669,0.10119823,0.22932093,-0.102032684,-0.1418195,0.018316045,0.2235991,0.016240876,0.009912914,-0.03741595,-0.0038795117,0.0525881,-0.009251846,0.18629053,0.012282833,0.09212724,-0.27479923,0.17046608,0.15922299,0.021103557,0.016408201,0.13417014,-0.025101542,-0.116705865,0.46289986,-0.27297541,-0.28678736,-0.10661499,-0.011323024,-0.16267416,-0.024242984,0.0031696707,-0.013152221,0.08669003,-0.06347408,-0.10172312,-0.18831632
176,0.22232921,-0.04545869,0.005796745,0.11763474,-0.0019380669,-0.010405645,-0.08327647,-0.16752276,0.0032160701,0.08891706,0.022375664,-0.0006809607,-0.057313204,0.022137295,0.094127215,0.22960946,0.037034273,-0.113631636,0.018195907,0.105562195,0.2739992,0.19697471,-0.0125678405,0.0016738123,0.23955831,-0.2630566,-0.1587994,0.055709064,0.13219838,-0.12587179,-0.048035737,0.048376366,0.11763959,0.012626704,0.025671272,-0.008284211,0.22817588,-0.0698072,-0.046788793,-0.00056391954
177,-0.019617444,-0.07138602,-0.26513025,-0.2067758,0.3457035,0.013212451,0.11698204,0.021608632,0.0007786213,0.060441412,0.09271605,0.018198576,0.26047707,0.011191572,-0.10198614,-0.011305559,-0.018935373,-0.17001268,0.17256019,-0.031908832,0.028066177,0.26994938,0.17441978,-0.06019255,0.22196712,-0.09553576,0.06584766,0.04597392,-0.18504338,0.06449979,0.12380175,0.15827923,-0.22028102,0.2531949,-0.03225422,0.09601481,0.12850046,0.005441515,0.06972712,0.054984964
